
[0057]  [079]  []  []

-Z/14/210/t1	{ΓΑΛΗΝΟΥ ΠΡΟΣ ΠΙΣΩΝΑ ΠΕΡΙ 
-Z/14/286/11	κόλως ἀποσβέννυσιν. ἐγὼ γοῦν ἱστόρησα διαλυθέν ποτε παι-
-Z/14/286/12	δίον ὑπὸ τῆς ἀκαίρου τῆς ἀντιδότου χρήσεως. τὸ μὲν γὰρ 
-Z/14/286/13	ἐπύρεττε χρονίως καὶ ἦν ἰσχνὸν αὐτῷ πάνυ τὸ σῶμα καὶ 
-Z/14/286/14	τὴν δύναμιν ἀσθενὲς, μόλις δὲ καὶ διὰ πολλῆς ἐπιμελείας 
-Z/14/286/15	διαζῇν δυνάμενον, ἅπερ ἐγὼ συνορῶν ἐκ τοῦ ἰατρικοῦ λο-
-Z/14/286/16	γισμοῦ καὶ πάνυ διεκώλυον αὐτῷ δίδοσθαι τοῦ φαρμάκου. 
-Z/14/286/17	κηδόμενος γάρ τις αὐτοῦ καὶ πατὴρ εἶναι δῆθεν λέγων καὶ 
-Z/14/286/18	τυραννικὴν ἐξουσίαν τοῦ κελεύειν ἔχων μᾶλλον ἤπερ τὴν  
-Z/14/287/1	ἐκ τοῦ λόγου συμβουλίαν ἀκούων ἀλόγως καὶ μετὰ πολλῆς 
-Z/14/287/2	ἀνάγκης ἐξηνάγκασέ με τοῦ φαρμάκου διδόναι τῷ παιδίῳ. 
-Z/14/287/3	τὸ δὲ ληφθὲν μὲν οὐκ ἠδυνήθη πεφθῆναι· κρεῖττον γὰρ 
-Z/14/287/4	ἦν τῆς ἰσχύος τοῦ λαμβάνοντος· διέλυσε δὲ αὐτοῦ τὴν σύμ-
-Z/14/287/5	πασαν ἕξιν καὶ τὴν γαστέρα ῥεῖν ἐποίησε, καὶ οὕτω 
-Z/14/287/6	διὰ τὴν ἄλογον τοῦ φαρμάκου χρῆσιν νύκτωρ ἀπώλετο τὸ 
-Z/14/287/7	παιδίον. εἰ δέ ποτε καὶ ἐν θερμοτέρᾳ χώρᾳ διατρίβων 
-Z/14/287/8	εἴης, φυλάττου χρῆσθαι τῷ φαρμάκῳ, ἀρκούσης σοι τῆς 
-Z/14/287/9	ἐκεῖ τοῦ ἀέρος θερμότητος, διόπερ καὶ τοῖς ὑπὸ τῆς πρώ-
-Z/14/287/10	της ἀνατολῆς τοῦ ἡλίου ἀνθρώποις θερμοτάτοις οὖσι καὶ 
-Z/14/287/11	πολλὴν ἔχουσι τὴν ἐκεῖθεν ξηρότητα ἀκατάλληλον εἶναι μοι 
-Z/14/287/12	δοκεῖ τὸ φάρμακον. 
-Z/14/287/13	  [Περὶ ἁλῶν θηριακῶν.] Σκευάζονται δέ 
-Z/14/287/14	τινες διὰ τῶν θηρίων τούτων καὶ ἅλες. ἀναγκαῖον γὰρ 
-Z/14/287/15	ἔδοξέ μοι καὶ τῶν ἁλῶν μνημονεῦσαι, ἵνα τελειότατος ὁ 
-Z/14/287/16	περὶ τούτων σοι λόγος γένηται, ποιοῦσι καὶ αὐτοὶ πρὸς 
-Z/14/287/17	πάντα τὰ προειρημένα, μετρίως μὲν καὶ χρόνῳ πολλῷ τὸ 
-Z/14/287/18	χρήσιμον παρασχεῖν δυνάμενοι, τὸ δὲ συνεχὲς τῆς χρήσεως  
-Z/14/288/1	κατ' ὀλίγον τὴν ὠφέλειαν ποιούμενοι. διόπερ δὴ καὶ πολλοὶ 
-Z/14/288/2	τῶν χρωμένων τὴν συναίσθησιν τῆς ἀπ' αὐτῶν βοηθείας 
-Z/14/288/3	ταχεῖαν οὐκ ἔχοντες τὴν ἀρχὴν οὐδ' ὅλως βοηθεῖν δύνασθαι 
-Z/14/288/4	νομίζουσι, μάλιστα ἐπειδὴ καὶ τῷ πυρὶ σποδὸς αὐτῶν τὸ 
-Z/14/288/5	σῶμα γίγνεται, ἐξαφανίζεσθαι λέγοντες τῇ καύσει τὴν πρὸς 
-Z/14/288/6	τὸ ἐπικουρεῖν δύναμιν αὐτῶν. ἐγὼ μέν φημι τὴν μὲν δύ-
-Z/14/288/7	ναμιν αὐτὴν τῇ θηριακῇ μὴ ἔχειν τοὺς ἅλας, μὴ μέντοι 
-Z/14/288/8	τελέως αὐτῶν ἐξαφανίζεσθαι τὴν ἐπίκουρον ἰσχύν. πολλὰ 
-Z/14/288/9	γὰρ τὸ πυρὶ ὁμιλεῖν ἀποφαίνει κρείττονα, καὶ ποτὲ μὲν καὶ 
-Z/14/288/10	κρυπτομένην αὐτῶν τὴν φύσιν εἰς τὸ φανερὸν ἄγει, τινὰ 
-Z/14/288/11	δὲ καὶ πρὸς ἣν βουλόμεθα χρείαν εὐαρμόστως ἔχειν παρα-
-Z/14/288/12	σκευάζει. ὁ γοῦν χρυσὸς ὑφ' ἡμῶν δι' αὐτοῦ κρίνεται, καὶ 
-Z/14/288/13	ὁ μὲν κίβδηλος πυρωθεὶς ἐλέγχεται, ὁ δὲ ἐν τῷ πυροῦ-
-Z/14/288/14	σθαι καθαρθεὶς ἀκριβῶς δόκιμος εἶναι φαίνεται. καὶ ὁ 
-Z/14/288/15	σίδηρος πυῤῥούμενος μαλάττεται καὶ καμπτόμενος ὑφ' ἡμῶν 
-Z/14/288/16	εὔχρηστος εἶναι πρὸς πολλὰ τῶν ἐν τῷ βίῳ φαίνεται. οὐχὶ 
-Z/14/288/17	δὲ καὶ τῶν προσφερομένων τὰ πλεῖστα πρὸς τὸ θρέψειν 
-Z/14/288/18	ἡμᾶς διὰ τὸ πῦρ κατάλληλα γίγνεται; ἄρτος γέ τοι καὶ  
-Z/14/289/1	τῶν κρεῶν καὶ τῶν ἰχθύων αἱ σάρκες ὠμὰ μὲν ὄντα πρὸς 
-Z/14/289/2	τὴν χρείαν τῆς ὀρέξεως ἄχρηστά ἐστιν, ὀπτηθέντα δὲ τό-
-Z/14/289/3	τε γίγνονται καὶ τῶν σωμάτων τροφαί. ὁ δὲ οἶνος καὶ 
-Z/14/289/4	αὐτὸς εὐθέως μὲν καὶ ἀπὸ τῶν βοτρύων ἐκθλιβεὶς ὠμὸς 
-Z/14/289/5	καὶ ἄπεπτός ἐστι, πεφθεὶς δὲ τῷ τοῦ ἡλίου πυρὶ τότε καὶ 
-Z/14/289/6	ἥδιστος καὶ ποτιμώτατος γίγνεται. ὅτι δὲ πολλὰ 
-Z/14/289/7	καὶ τῶν ἐν τῇ τέχνῃ φαρμάκων τὴν ἀρχαίαν ἑαυτῶν φύσιν 
-Z/14/289/8	ἔχοντα δριμύτατά τέ ἐστι καὶ πολέμια τοῖς σώμασιν ἡ 
-Z/14/289/9	πεῖρα διδάσκει· κολασθέντα δὲ τῇ τοῦ πυρὸς ἀνάγκῃ εὔ-
-Z/14/289/10	χρηστα πρὸς θεραπείαν γίνεται. ἡ γοῦν χαλκῖτις ὠμὴ μὲν 
-Z/14/289/11	καίει τὰ σώματα καὶ ῥᾳδίως τὰς ἐσχάρας ἀπεργάζεται, ὀ-
-Z/14/289/12	πτηθεῖσα δὲ ἐπουλοῖ τὰ ἕλκη· καὶ ὁ ἀπὸ τῆς Φρυγίας λίθος 
-Z/14/289/13	ὠμὸς μὲν ὢν δριμύτατός ἐστιν, ἀνθρακούμενος δὲ καὶ λει-
-Z/14/289/14	ούμενος μετ' ἄλλων τινῶν ἀγαθὸν γίνεται τῶν ὀφθαλμῶν 
-Z/14/289/15	φάρμακον. ἡ δὲ ἀπὸ τοῦ καιομένου σπόγγου γιγνομένη σπο-
-Z/14/289/16	διὰ καρτερῶς τὰς αἱμοῤῥαγίας εἴωθεν ἐπέχειν. τὸ αὐτό 
-Z/14/289/17	μοι δοκεῖ καὶ ἐπὶ τῶν θηριακῶν ἁλῶν γίγνεσθαι νομίζειν. 
-Z/14/289/18	πάντα γὰρ ὁμοῦ καιόμενα καὶ ὁλόκληρα συναπτόμενα τὰ 
-Z/14/289/19	θηρία τὴν μὲν ὑπερτεταμένην καὶ πονηρὰν τοῖς σώμασι  
-Z/14/290/1	δύναμιν διὰ τῆς καύσεως ἀποτίθεται, τὴν δὲ ἀπὸ τοῦ πυ-
-Z/14/290/2	ρὸς πρὸς τὸ βοηθεῖν συμμετρίαν λαμβάνει. ἰδίως δὲ καὶ 
-Z/14/290/3	ἅλες θεραπεύουσι μάλιστα τὰ περὶ τὴν ἐπιφάνειαν γιγνό-
-Z/14/290/4	μενα πάθη, λεύκας λέγω καὶ λέπρας καὶ λειχῆνας τοὺς 
-Z/14/290/5	ἀγρίους· τά τε γὰρ ὑπὸ τῷ δέρματι περιττὰ καὶ δριμέα 
-Z/14/290/6	μάλιστα διαφοροῦσιν. ἐσθίοντες γοῦν αὐτοὺς οἱ πλεῖστοι 
-Z/14/290/7	ἱδρωτικώτεροι γίγνονται καὶ τὴν διεφθαρμένην κενοῦσιν 
-Z/14/290/8	οὐσίαν, ὡς καὶ τοὺς καλουμένους φθεῖρας ἐκβάλλειν τινὰς, 
-Z/14/290/9	ἐκ διαφθορᾶς ἰδίαν γένεσιν ἐχούσας, καὶ διὰ τοῦθ', 
-Z/14/290/10	ὡς οἶμαι, φθεῖρας καλουμένας. σμήχουσι δὲ καὶ ἄριστα 
-Z/14/290/11	τοὺς ὀδόντας, καὶ τὰ πλαδαρὰ τῶν σωμάτων πυκνοῦσι, καὶ 
-Z/14/290/12	τὸ ἐπ' αὐτοῖς ἐπιφερόμενον ἀναστέλλουσι ῥεῦμα, ἀσήπτους 
-Z/14/290/13	τε τοὺς ὀδόντας φυλάττουσι, τιτρώσκεσθαι ἢ βιβρώσκε-
-Z/14/290/14	σθαι αὐτοὺς οὐκ ἐῶντες. 
-Z/14/290/15	  [Περὶ ἁλῶν θηριακῶν κατασκευῆς.] Γί-
-Z/14/290/16	νεται δ' αὐτῶν ἡ σκευασία τοῦτον τὸν τρόπον. πειράσομαι 
-Z/14/290/17	γάρ σοι πάλιν καὶ τούτους σκευάζειν τῇ ὑπογραφῇ τοῦ λό-
-Z/14/290/18	γου χρώμενος. λαβόντα γὰρ χρὴ ἐχίδνας ταῖς προειρημέ-
-Z/14/290/19	ναις ὁμοίας καὶ τῷ αὐτῷ χρόνῳ τεθηραμένας, ἔστωσαν δὲ  
-Z/14/291/1	τὸν ἀριθμὸν δʹ. καὶ μὴ πλεῖον δύο ἡμερῶν μετὰ τὴν θήραι 
-Z/14/291/2	ἐχούσας, ἀλλ' εἰ δυνατὸν, αὐτῆς τῆς ἡμέρας ἧς εἰσιν εἰ-
-Z/14/291/3	λημμέναι. εἶτα τῶν ἁλῶν καλὸν μὲν εἰ τῶν ἀμμιωνιακῶν, 
-Z/14/291/4	εἰ δὲ μή γε, τῶν κοινῶν καὶ τῇ χρόᾳ λευκῶν καὶ ἐξῃθρια-
-Z/14/291/5	σμένων ἠρέμα μόδιον Ἰταλικὸν, εἶτα καὶ σὺν αὐτοῖς κόψας 
-Z/14/291/6	ἁδρομερῶς γεντιανῆς Κρητικῆς λίτραν αʹ 𐅶ʹʹ. ἀριστολοχίας 
-Z/14/291/7	στρογγύλης λίτραν αʹ 𐅶ʹʹ. κενταυρίου λεπτοῦ κόμης λίτρας βʹ. 
-Z/14/291/8	καρδαμώμου Ἀρμενιακοῦ, πρασίου, ἀνὰ γο. στʹ. σκορδίου 
-Z/14/291/9	ὀρεινοῦ, σελίνου, χαμαίδρυος Κρητικῆς λίτραν αʹ. πηγάνου 
-Z/14/291/10	ἡμέρου σπέρματος λίτραν αʹ. μέλιτι Ἀττικῷ ἑνώσας αὐτὰ, 
-Z/14/291/11	καὶ ἥμισυ λίτραν μέρος αὐτῶν εἰς χύτραν ἐξ ὀστράκου γενο-
-Z/14/291/12	μένην καινὴν βαλὼν, εἶτα δʹ. ἐχίδνας ζώσας προεπιβαλὼν, 
-Z/14/291/13	σὺν αὐταῖς καὶ σκίλλας ἁπαλὰς καὶ πάνυ νεαρὰς εʹ. εἰς 
-Z/14/291/14	λεπτὰ κατατεμὼν, οὕτως ἐπίβαλε τὸ λοιπὸν ἥμισυ τῶν ἄλ-
-Z/14/291/15	λων μέρος, καὶ πωματίσας καὶ πηλώσας ἐπιμελῶς τρῆσον 
-Z/14/291/16	τέσσαρσί που τρήμασιν αὐτῆς τὸ σῶμα, ἵνα δι' αὐτῶν ὁ 
-Z/14/291/17	ἀτμὸς διασημῄνῃ σοι τὸ μέτρον τῆς ὀπτήσεως. τὸ μὲν γὰρ 
-Z/14/291/18	πρῶτον φανήσεται καπνὸς ἐξιὼν, πολὺς, ζοφώδης καὶ τε- 
-Z/14/292/1	θολωμένος πάνυ, σημαίνων ὅτι τὸ πῦρ ἤδη ἅπτεται τῶν 
-Z/14/292/2	θηρίων, ὅτε σε καὶ προσέχειν ἀκριβῶς παραινῶ, μήποτε 
-Z/14/292/3	ἀναπνεύσῃς τούτου καπνοῦ, κεκακωμένου τοῦ ἀέρος ὑπὸ τῆς 
[0057]  [079]  []  []

-Z/14/292/4	ἀναθυμιάσεως τῶν ἐχιδνῶν. εἶθ' ὅταν παύσηται ὁ ἀτμὸς, 
-Z/14/292/5	ἀναβαλλομένην δέ τινα φλόγα λεπτὴν διὰ τῶν τρημάτων 
-Z/14/292/6	βλέπῃς, τότε νόμιζε ὡς ἄριστα αὐτὰ ἡψῆσθαι καὶ οὕτω 
-Z/14/292/7	βάσταζε ἀπὸ τοῦ πυρὸς τὴν χύτραν, ψύξας ὅλην ἡμέραν τε 
-Z/14/292/8	καὶ νύκτα, εἶτα ἀνοίξας καὶ ἀνελόμενος τοὺς ἄνθρακας, ἐπι-
-Z/14/292/9	μελῶς κόπτε καὶ σῆθε μετὰ τούτων τῶν μιγμάτων, πηγάνου 
-Z/14/292/10	ἀγρίου σπέρματος γο. θʹ. ὑσσώπου Κρητικοῦ γο. θʹ. μαρά-
-Z/14/292/11	θρου σπέρματος ἀγρίου γο. στʹ. νάρδου Κελτικῆς, στάχυος 
-Z/14/292/12	Σκυθικοῦ, ἀνὰ γο. στʹ. πετροσελίνου Μακεδονικοῦ γο. δʹ. 
-Z/14/292/13	ἀμώμου βότρυος γο. γʹ. ὀριγάνου Ἡρακλεωτικοῦ κορύμβων 
-Z/14/292/14	γο. θʹ. ὁρμίνου σπέρματος πεφρυγμένου γο. γʹ. θύμου κο-
-Z/14/292/15	ρύμβων Ἀττικοῦ γο. θʹ. μαλαβάθρου φύλλων Ἰνδικοῦ γο. δʹ. 
-Z/14/292/16	ἀρκευθίδων Λακωνικῶν σαρκὸς λίτρας βʹ. κορίου σπέρματος 
-Z/14/292/17	ἡμέρου γο. στʹ. πεπέρεως λευκοῦ λίτρας βʹ. πεπέρεως μέλανος 
-Z/14/292/18	λίτρας βʹ. σιλφίου ῥίζης γο. ιʹ. ζιγγιβέρεως ἀτρήτου λίτρας βʹ.  
-Z/14/293/1	σατυρίου σπέρματος, ἢ ῥίζης οὐγγίας στʹ. γλήχωνος ὀρεινοῦ 
-Z/14/293/2	γο. στʹ. σεσέλεως Μασσαλεωτικοῦ πυῤῥοειδοῦς γο. στʹ. τορδύ-
-Z/14/293/3	λου ὀρεινοῦ σπέρματος γο. στʹ. ἡδυόσμου γο. στʹ. κασσίας τῆς 
-Z/14/293/4	καλλίστης γο. βʹ. κινναμώμου γο. αʹ. πυρῶ δ' αὐτὰ κόψας, 
-Z/14/293/5	καὶ σήσας, πάλιν ἐπικόπτειν καὶ διακοσκινεύειν πολλάκις, 
-Z/14/293/6	ἵνα ἀκριβῶς λεῖα γένωνται, καὶ οὕτως ἐν ὑελίνοις σκεύεσιν 
-Z/14/293/7	ἀποτιθέμενος χρῆσθαι μὴ εὐθέως, ἀλλὰ μεθ' ἡμέρας που 
-Z/14/293/8	δέκα. ἐσκεύασα δ' αὐτοὺς ἐγὼ, μὴ καύσας τὰ θηρία, ἀλλὰ 
-Z/14/293/9	τοὺς ἐξ αὐτῶν ἀρτίσκους, ὥσπερ ἐπὶ τῆς θηριακῆς 
-Z/14/293/10	ὑπέδειξα σκευάζεσθαι, ἀναμίξας τοῖς μετὰ τῶν θηρίων και-
-Z/14/293/11	ομένοις καὶ αὐτοὺς, ἵνα ἥν περ ἔχῃ πικρότητα ἐν αὐτοῖς, 
-Z/14/293/12	ἐν τῇ καύσει ταύτην ἀποβάλῃ, τοσοῦτον μέτρον τῶν ἀρτί-
-Z/14/293/13	σκων προσβάλλων, ὅσον περ ἐτεκμηράμην ἔχειν τὸν ἀρι-
-Z/14/293/14	θμὸν τῶν τεσσάρων ἐχιδνῶν, καὶ ἀπέβησαν ὡς ἀληθῶς 
-Z/14/293/15	ἄριστοι, οὔτε τὸ ἐκ τῆς καύσεως σποδῶδες ἐν τῇ γεύσει 
-Z/14/293/16	ἔχοντες οὔτε μέλανες ὄντες τὴν χροιὰν, ἀλλὰ καὶ τὴν ποι-
-Z/14/293/17	ότητα ἐν τῇ χρήσει ἥδιστοι γενόμενοι, καὶ τὴν δύναμιν 
-Z/14/293/18	πρὸς ἅπερ εἶπον αὐτοὺς ἰδίως ποιεῖν, ἐνεργεστέραν ἔχοντες.  
-Z/14/294/1	οὗτός ἐστιν ὁ περὶ τῆς θηριακῆς καὶ τῶν θηριακῶν ἁλῶν 
-Z/14/294/2	λόγος, φιλοπόνως, ὡς οἶμαι, ἐξετασθεὶς ὑπ' ἐμοῦ μάλιστα, 
-Z/14/294/3	ἐπεὶ καὶ σὺ περὶ πάντας τοὺς λόγους φιλοτίμως ἔχεις. μέ-
-Z/14/294/4	μνημαι γάρ σε, ὁπότε τοῖς λόγοις ἐνδόξως ἔτι δημοσιεύων 
-Z/14/294/5	ἐσχόλαζες, ἤ τι λέγων πρόβλημα, κρῖναι τοὺς λέγοντας δια-
-Z/14/294/6	λιπεῖν ποτε, πολλὰς ἀφορμὰς εὑρίσκειν σε φιλοτιμούντων εἰς 
-Z/14/294/7	τόδε διαλεγομένων. ἔλεγες γὰρ ὅτι καὶ οἱ θεοὶ μὴ χρῶντες 
-Z/14/294/8	οὐ λαλοῦσιν. ἐνίοτε δὲ καὶ τὰ χρηστήρια σιωπᾷ, ποτὲ καὶ 
-Z/14/294/9	ἡ θάλασσα τοῖς χειμῶσι τὸ πλεῖσθαι οὐκ ἔχει. τὰ δὲ ῥεῖ-
-Z/14/294/10	θρα τῶν ποταμῶν παύεται ῥέοντα καὶ μετὰ χρόνον ἐπιῤῥεῖν 
-Z/14/294/11	πάλιν ἄρχεται καὶ ἡ γῆ τοὺς καρποὺς οὐκ ἀναφύει πάντοτε. 
-Z/14/294/12	μιμησάμενος οὖν σε κᾀγὼ οὐδὲν τῶν περὶ τῆς θηριακῆς 
-Z/14/294/13	ζητουμένων παρέλιπον, ἅμα καί σοι προτρεψάμενος ἡδέως 
