
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/764/6	πρὶν κενῶϲαι τὸ ϲῶμα. πολλάκιϲ γὰρ ἅπαν εἰϲ τὸ πεπονθὸϲ ἐκ τῶν 
-Z/17a/764/7	τοιούτων βοηθημάτων ἕλκεται τὸ πλῆθοϲ, ὡϲ καθ' ἕτερον τρόπον ἐν 
-Z/17a/764/8	κινδύνῳ γενέϲθαι τὸν ἄνθρωπον, ἀμέτρωϲ φλεγμήναντοϲ τοῦ μέρουϲ. 
-Z/17a/764/9	εἴρηκε δὲ καὶ αὐτόϲ, ὡϲ ἔμαθεϲ ἤδη, περὶ τῶν τοιούτων ἀποϲτάϲεων, 
-Z/17a/764/10	ἃϲ ἤτοι μὴ δύναται δέξαϲθαι τὸ μέροϲ ἢ δεξάμενον μὴ φέρειν. ἐὰν 
-Z/17a/764/11	μὲν οὖν ἐκ τῆϲ προηγηϲαμένηϲ διαίτηϲ ἐμφαίνηται μηδὲν εἶναι πλῆθοϲ 
-Z/17a/764/12	ἐν τῷ ϲώματι, τοῖϲ πρὸϲ τὰϲ ὀδύναϲ βοηθήμαϲιν ἀκίνδυνον χρῆϲθαι 
-Z/17a/764/13	πυρίαιϲ τέ τιϲι καὶ φαρμάκοιϲ ὑγροῖϲ καὶ θερμοῖϲ τὴν δύναμιν, ὧν τὴν 
[0057]  [090]  []  []

-Z/17a/764/14	ὕλην ἐν τοῖϲ περὶ τῶν φαρμάκων ὑπομνήμαϲιν ἔμαθεϲ. εἰ δὲ πρὸϲ  
-Z/17a/764/15	τούτων μὴ παύοιτο, κενωτέον ἐϲτὶν ὅλον τὸ ϲῶμα. πολλάκιϲ γὰρ 
-Z/17a/765/1	ἤθροιϲταί τι πλῆθοϲ ἐν αὐ|τῷ κατὰ βραχὺ ϲωρευθέν, οὐ παρακολου-
-Z/17a/765/2	θήϲαντοϲ ἑαυτῷ τοῦ ἀνθρώπου τῇ τε ποϲότητι καὶ τῇ ποιότητι τῶν 
-Z/17a/765/3	ἐδεϲμάτων. ἐνίοτε δὲ καὶ πυκνότερον ἑαυτοῦ τὸ δέρμα γενόμενον ἔκ 
-Z/17a/765/4	τινων αἰτίων λαθόντων τὸν ἰδιώτην τῶν ἱδρώτων ἐπιϲχὸν τὰϲ δια-
-Z/17a/765/5	πνοὰϲ αἴτιον ἐγένετο πληθωρικῆϲ διαθέϲεωϲ. διὰ τοῦτο οὖν, ἐὰν ἡ 
-Z/17a/765/6	ὀδύνη μὴ παύηται πρὸϲ τῶν βοηθημάτων, κενωτέον ἐϲτὶν ὅτι τάχιϲτα 
-Z/17a/765/7	τὸν κάμνοντα. τὸ τοίνυν ἐπὶ τοῦ <φαλακροῦ> 〈βεβαίωϲ〉 οὐκ ἔχω 
-Z/17a/765/8	ϲυμβαλεῖν, εἴτ' ἐφλεβοτόμηϲέ τιϲ αὐτὸν εἴτε μή. ὅϲον μὲν γὰρ ἐπὶ τῷ 
-Z/17a/765/9	φάναι τὸν <Ἱπποκράτην τῶν δὲ προϲφερομένων οὐδὲν ὠφέ-
-Z/17a/765/10	λει>, δύναται λέγειν ὁ μέν τιϲ, ὡϲ ἐν τοῖϲ προϲφερομένοιϲ καὶ τῆϲ 
-Z/17a/765/11	φλεβοτομίαϲ ἐμνημόνευϲεν, ὁ δέ τιϲ, ὡϲ οὐκ εἴη τῶν προϲφερομένων 
-Z/17a/765/12	αὐτῷ βοηθημάτων· ὅϲον δὲ ἐπὶ τῷ <παρακόψαι> τε καὶ <τῇ τετάρτῃ 
-Z/17a/765/13	τῶν ἡμερῶν ἀποθανεῖν>, ὅτι παρελείφθη τὸ βοήθημα. 
-Z/17a/765/14	  προϲγέγραπται δ' ἐπὶ τῇ τελευτῇ κατὰ τὰ διεϲκευαϲμένα τῶν ἀντι-
-Z/17a/765/15	γράφων καὶ τούτῳ τῷ ἀρρώϲτῳ καὶ τῷ μετ' αὐτὸν πρότερον μὲν τὸ 
-Z/17a/765/16	<ὀξύ>, μετ' αὐτὸ δὲ <οἱ χαρακτῆρεϲ>, ὑπὲρ ὧν, ὡϲ ἔφην, οἱ μὲν περὶ 
-Z/17a/766/1	τὸν <Ϲαβῖνον> ὀρθῶϲ φρονοῦντεϲ οὐδὲν εἶπον, ὁ δὲ | <Ζεῦξιϲ> δι-
-Z/17a/766/2	ελέγχει καθ' ἕκαϲτον ἄρρωϲτον τοὺϲ ἐξηγηϲαμένουϲ μοχθηρῶϲ. ἀλλ' 
-Z/17a/766/3	ἡμῖν ἔδοξε πάντα τὰ οὕτω προϲγεγραμμένα παραλιπεῖν ἐν τῷ νῦν 
-Z/17a/766/4	ἐνεϲτῶτι λόγῳ. γενήϲεται γάρ, ἐὰν δόξῃ, βιβλίον ὅλον ἰδίᾳ τοῖϲ καὶ 
-Z/17a/766/5	τὰ τοιαῦτα πολυπραγμονοῦϲιν ἡδέωϲ, ἐν ᾧ περὶ τῶν ἅπαϲι τοῖϲ ἀρρώ-
-Z/17a/766/6	ϲτοιϲ προϲγεγραμμένων χαρακτήρων ὁ λόγοϲ ἔϲται. νυνὶ δ' οὐ προϲ-
-Z/17a/766/7	ήκει τοῖϲ χρηϲίμοιϲ ἀναμειγνύναι τὰ ἄχρηϲτα.  
-Z/17a/766/8	  <Ἕκτοϲ ἄρρωϲτοϲ. Ἐν Ἀβδή-
-Z/17a/766/9	ροιϲι Περικλέα πυρετὸϲ ἔλαβεν ὀξύϲ, ϲυνεχὴϲ μετὰ πό-
-Z/17a/766/10	νου,> καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τῆϲ ἀρχῆϲ τοῦ ἑβδόμου ἀρρώϲτου. 
-Z/17a/766/10	 
-Z/17a/766/11	  Οὗτοϲ ὁ ἄρρωϲτοϲ παράδειγμά ἐϲτι νοϲήματοϲ ὀξυτάτου, φοβεροῦ 
-Z/17a/766/12	μὲν τοῖϲ μὴ τεχνίταιϲ, ἐν τάχει δὲ κριθηϲομένου τοῖϲ ἐπιϲτήμοϲιν. ὅπου 
-Z/17a/766/13	γὰρ <ὑπόϲπληνοϲ> ὢν εὐθὺϲ μὲν ἐν <τῇ πρώτῃ> τῶν ἡμερῶν <ᾑμορ-
-Z/17a/766/14	ράγηϲεν ἐξ ἀριϲτεροῦ> μυκτῆροϲ πολύ, τὰ δ' οὖρα <παχέα μὲν 
-Z/17a/766/15	ἦν> καὶ <ἀκατάϲτατα, λευκὰ> δὲ κατὰ τὴν χρόαν, ἐν δὲ <τῇ δευ-
-Z/17a/766/16	τέρᾳ> τῶν ἡμερῶν <ἱδρύετο μᾶλλον>, ἐλπὶϲ ἦν ἀγαθὴ περὶ τὸν 
-Z/17a/766/17	κάμνοντα· παυϲαμένηϲ δὲ καὶ <τῆϲ ἄϲηϲ> αὐτῷ κατὰ <τὴν δευτέραν> 
-Z/17a/766/18	τῶν ἡμερῶν καὶ <ὕπνων> γενομένων, ἔτι καὶ μᾶλλον ἦν ἐλπίϲαι βεβαι-
-Z/17a/766/19	ότερον ἐν τάχει ϲωθήϲεϲθαι τὸν ἄνθρωπον. ἐπὶ δὲ <τῆϲ τρίτηϲ> ἡμέραϲ 
-Z/17a/766/20	καλλίϲτων τε ἅμα καὶ <πλείϲτων οὔρων> γενομένων, ἐναργὲϲ ἦν ἤδη 
-Z/17a/766/21	τὸ κατὰ <τὴν τετάρτην> ἡμέραν ἀπαλλαγήϲεϲθαι τῆϲ νόϲου τὸν ἄν-
-Z/17a/766/22	θρωπον. | 
-Z/17a/766/22	 
-Z/17a/768/1	  <Ἕβδομοϲ ἄρρωϲτοϲ. Ἐν Ἀβ-
-Z/17a/768/2	δήροιϲι τὴν παρθένον, ἣ κατέκειτο ἐπὶ τῆϲ ἱρῆϲ ὁδοῦ, 
-Z/17a/768/3	πυρετὸϲ ὀξύϲ, καυϲώδηϲ ἔλαβεν·> καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι 
-Z/17a/768/4	τῆϲ ἀρχῆϲ τοῦ ὀγδόου ἀρρώϲτου. 
-Z/17a/768/4	 
-Z/17a/768/5	  Αὕτη φαίνεται πληθωρικῶϲ νοϲῆϲαι, καὶ ὅϲον γ' ἐπὶ τοῖϲ ἀπ' 
-Z/17a/768/6	ἀρχῆϲ αὐτῇ προϲπεϲοῦϲι κἂν ἔδειϲέ τιϲ ὡϲ ὑπὲρ τεθνηξομένηϲ. ἡ δὲ 
-Z/17a/768/7	τῶν <οὔρων εὔχροια> μέγιϲτον ϲημεῖον ἐπὶ τοῖϲ πληθωρικῶϲ νοϲοῦϲιν. 
-Z/17a/768/8	ἐπεὶ δ' οὐκ ἦν παχέα, χρονιωτέραν ἐδήλου τὴν νόϲον ἔϲεϲθαι. φαί-
-Z/17a/768/9	νονται δὲ ὥϲπερ ἐπὶ πάντων τῶν ἀρρώϲτων οὕτω κἀνταῦθα τῶν κρι-
-Z/17a/768/10	ϲίμων ἡμερῶν περίοδοι ϲῴζεϲθαι. καὶ μέντοι καὶ ἡ φύϲιϲ ἐν 〈ταῖϲ〉 
-Z/17a/768/11	αὐταῖϲ φαίνεται κρίϲιμα ϲημεῖά τε καὶ ϲυμπτώματα προδεικνύουϲα.  
-Z/17a/768/12	  <Ὄγδοοϲ ἄρρωϲτοϲ. Ἐν Ἀβδή-
-Z/17a/768/13	ροιϲιν Ἀναξίωνα, ὃϲ κατέκειτο παρὰ τὰϲ Θρηικίαϲ πύ-
-Z/17a/768/14	λαϲ, πυρετὸϲ ὀξὺϲ ἔλαβε, πλευροῦ δεξιοῦ ὀδύνη ξυνεχήϲ,> 
-Z/17a/768/15	καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τῆϲ ἀρχῆϲ τοῦ ἐνάτου ἀρρώϲτου. 
-Z/17a/768/15	 
-Z/17a/768/16	  Ἐπὶ τούτου μόνου τοῦ ἀρρώϲτου τῶν ἐν τῷ πρώτῳ τε καὶ τῷ 
-Z/17a/771/1	τρίτῳ βιβλίῳ γεγραμμένων [ἀρρώϲτων] ἐμνημόνευϲε <φλεβο|τομίαϲ 
-Z/17a/771/2	ὁ Ἱπποκράτηϲ>, οὐχ ὡϲ μόνου φλεβοτομηθέντοϲ, ἀλλ' ὡϲ κατὰ <τὴν 
-Z/17a/771/3	ὀγδόην> ἡμέραν μόνου καὶ τῶν ἰατρῶν ὥϲπερ ἐκ νόμου τινὸϲ οὐκέτι 
-Z/17a/771/4	μετὰ τὴν τετάρτην ἡμέραν φλεβοτομούντων. ὅπου τοίνυν οὗτοϲ <ὀγ-
-Z/17a/771/5	δοαῖοϲ ἐφλεβοτομήθη>, πολὺ δήπου μᾶλλον ἄλλουϲ ἡγητέον δεο-
-Z/17a/771/6	μένουϲ φλεβοτομίαϲ ἐπὶ 〈τῆϲ〉 δευτέραϲ καὶ τρίτηϲ καὶ τετάρτηϲ κεχρῆ-
-Z/17a/771/7	ϲθαι τῷ βοηθήματι. παρέλιπε δὲ ὁ <Ἱπποκράτηϲ> ※※※, ὥϲπερ καὶ τῶν 
-Z/17a/771/8	ἄλλων ἁπάντων βοηθημάτων, ἐφ' ὧν ἀναγκαϲθεὶϲ ἐνίοτε γράφει μηδὲν 
-Z/17a/771/9	αὐτοὺϲ ὑπὸ τῶν προϲφερομένων ὠφελῆϲθαι χάριν τοῦ τὴν κακοήθειαν 
-Z/17a/771/10	ἐνδείξαϲθαι τοῦ νοϲήματοϲ. οὐ γὰρ θεραπευτικὴν αὐτῷ προὔκειτο ταύ-
-Z/17a/771/11	την γράψαι 〈τὴν〉 πραγματείαν, ἀλλὰ προγνωϲτικήν. ἐπί τινων δ' οὐκ 
-Z/17a/771/12	ἀπ' ἀρχῆϲ φαίνεται παραγεγονὼϲ τοῖϲ ἀρρώϲτοιϲ. ἐνίοτε γοῦν προϲ-
-Z/17a/771/13	γράφει· “τούτῳ διὰ τέλεοϲ, ἐξ οὗ καὶ ἐγὼ οἶδα, τόδε καὶ τόδε ϲυν-
-Z/17a/771/14	έπεϲεν.”  
-Z/17a/771/15	  ἥτιϲ δ' ἔϲται τοῖϲ ἀναγνοῦϲι κατὰ τοῦτον τὸν ἄρρωϲτον ὠφέλεια, 
-Z/17a/771/16	δέδεικταί μοι διὰ τοῦ πρώτου Περὶ κρίϲεων, ἔνθα πῶϲ μὲν ἄν τιϲ 
-Z/17a/771/17	γνωρίϲειε τὸ τελέωϲ ἄπεπτον νόϲημα, πῶϲ δὲ τὸ τοῦ πέττεϲθαι νυνὶ 
-Z/17a/771/18	πρῶτον ἀρχόμενον, πῶϲ δὲ τὸ προῆκον ἐν τῇ πέψει καὶ πῶϲ τὸ 
-Z/17a/772/1	πλη|ϲίον ἤδη τῆϲ τελείαϲ πέψεωϲ ἐπειράθην ἐπιδεῖξαι ϲαφῶϲ. ὁ γὰρ 
-Z/17a/772/2	<Ἀναξίων> οὗτοϲ, μέχρι μὲν οὗ <βήττων> ἦν, <οὐδὲν δ' ἀπέπτυεν> 
-Z/17a/772/3	ὅλωϲ, ἀπεπτοτάτην εἶχε τὴν πλευρῖτιν. τῇ δ' <ἑπτακαιδεκάτῃ> τῶν 
-Z/17a/772/4	ἡμερῶν <πτύειν ἀρξάμενοϲ> ἐδήλωϲε <πέττεϲθαι> τὴν νόϲον. ἔπειτα 
-Z/17a/772/5	〈δὲ〉 κατὰ βραχὺ τῷ χρόνῳ προιόντι 〈τὴν πέψιν ηὔξηϲεν, ὥϲτε〉 κατὰ 
-Z/17a/772/6	τὴν <εἰκοϲτὴν ἑβδόμην> οὕτωϲ ἔγραψεν ὁ <Ἱπποκράτηϲ· ἀνῆγε 
-Z/17a/772/7	πέπονα πολλά, οὔροιϲιν ὑπόϲταϲιϲ 〈πολλὴ〉 λευκή>, καὶ διὰ 
-Z/17a/772/8	τοῦτο <τελέωϲ ἐκρίθη τῇ τριακοϲτῇ τετάρτῃ>. 
-Z/17a/772/8	 
-Z/17a/772/9	  <Ἔνατοϲ ἄρρωϲτοϲ· Ἐν Ἀβδή-
-Z/17a/772/10	ροιϲιν Ἡρόπυθοϲ κεφαλὴν ἐπιπόνωϲ εἶχεν ὀρθοϲτάδην,> 
-Z/17a/772/11	καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τῆϲ ἀρχῆϲ τοῦ δεκάτου ἀρρώϲτου. 
-Z/17a/772/11	 
-Z/17a/772/12	  Οὗτοϲ ὁ ἄνθρωποϲ ἄξιοϲ μνήμηϲ ἐξαρκέϲαϲ νοϲήματι χαλεπῷ διὰ 
-Z/17a/772/13	τὴν εὐρωϲτίαν τῆϲ δυνάμεωϲ· ἀδύνατον γὰρ ἄλλωϲ ἀντιϲχεῖν ἰϲχυρῷ 
-Z/17a/772/14	πάθει. καὶ πάντωϲ ἦν ἐν τοῖϲ ϲφυγμοῖϲ αὐτοῦ ῥώμη τε ἅμα καὶ πάντα 
-Z/17a/772/15	τἄλλα τὰ κατὰ φύϲιν ϲῳζόμενα. καί μοι λέλεκται καὶ ἄλλοτε παρα-
-Z/17a/772/16	λελεῖφθαι τὸ μέροϲ τοῦτο τῆϲ ἐπὶ τῶν πυρεττόντων προγνώϲεωϲ 
-Z/17a/772/17	<Ἱπποκράτει>. φαίνεται δ' οὖν τῷ κάμνοντι καὶ τὰ περὶ τὴν ἀναπνοήν 
-Z/17a/772/18	τε καὶ τὴν ὄρεξιν ἄμεμπτα γεγονέναι, μεγάλην ἔχοντα δύναμιν εἰϲ  
-Z/17a/772/19	ϲωτηρίαν, ὡϲ αὐτὸϲ ἐδίδαξεν. ὁ <πυρετὸϲ> δ' ἐν ἀρχῇ μὲν <ὀξὺϲ> εἰϲέ-
-Z/17a/772/20	βαλεν, ἐξελύθη δ' αὐτοῦ κατὰ τὸν ἐφεξῆϲ χρόνον ἡ ὀξύτηϲ. ἔγραψε 
-Z/17a/772/21	γοῦν ἐπ' αὐτοῦ· <πυρετοὶ ἄλλοτε ἀλλοίωϲ παροξυνόμενοι, 
-Z/17a/772/22	τὰ πλεῖϲτα ἀτάκτωϲ>. ἓν δὲ μόνον ἐγένετο χαλεπὸν τῷ κάμνοντι 
-Z/17a/772/23	ϲημεῖον, ἡ τῶν <οὔρων λεπτότηϲ> τε καὶ <μελανότηϲ>. διὸ καὶ 
-Z/17a/772/24	πολλῷ χρόνῳ μόγιϲ ἐκράτηϲεν ἡ φύϲιϲ τοῦ νοϲήματοϲ, <αἱμορρα-
-Z/17a/775/1	γίαν> | τε κινήϲαϲα κατὰ τὴν <τεϲϲαρακοϲτὴν> ἡμέραν ἐκ τῶν κρι-
-Z/17a/775/2	ϲίμων οὖϲαν <ἰϲχίου> τε <ὀδύνην> καὶ <τῶν κάτω πάντων> ἐργαϲα-
-Z/17a/775/3	μένη <μετὰ ταῦτα>. δεῖται γὰρ ἀεὶ τὰ μεγάλα τῶν νοϲημάτων καὶ 
-Z/17a/775/4	τῶν κρινόντων αὐτὰ γενναίων, ἀλλ' οὐδ' ἐπὶ τούτοιϲ ἐπαύϲατο τελέωϲ 
-Z/17a/775/5	ἡ νόϲοϲ. περὶ δὲ τὴν <ὀγδοηκοϲτὴν> ἡμέραν ἐφάνη ϲημεῖα πεττομένηϲ 
[0057]  [090]  []  []

-Z/17a/775/6	αὐτῆϲ διὰ τῶν <οὔρων>, ἐφ' οἷϲ κατὰ βραχὺ μέχρι τῆϲ <ἑκατοϲτῆϲ 
-Z/17a/775/7	〈εἰκοϲτῆϲ〉> πεφθεῖϲα τὴν <παντελῆ λύϲιν> ἐποιήϲατο. 
-Z/17a/775/7	 
-Z/17a/775/8	  <Δέκατοϲ ἄρρωϲτοϲ. Ἐν Ἀβδή-
-Z/17a/775/9	ροιϲι Νικόδημον ἐξ ἀφροδιϲίων καὶ πότων πυρετὸϲ ἔλαβε,> 
-Z/17a/775/10	καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τοῦ ι̅α̅ ἀρρώϲτου. 
-Z/17a/775/10	 
-Z/17a/775/11	  Αὐτὸϲ ὁ <Ἱπποκράτηϲ> ἐπεϲημήνατο γράψαϲ· <οἱ παροξυϲμοὶ 
-Z/17a/775/12	καὶ οἱ πόνοι ἐν ἀρτίῃϲι>. διὰ τοῦτ' οὖν <ἐκρίθη> κατὰ τὴν <εἰκο-
-Z/17a/775/13	ϲτὴν τετάρτην> ἡμέραν <ἱδρῶτι>. τὰ δὲ κατὰ μέροϲ ὁ μεμνημένοϲ 
-Z/17a/775/14	ἁπάντων, ὧν ἔμπροϲθεν ἐξηγηϲάμην ἔν τε τούτῳ τῷ βιβλίῳ καὶ τοῖϲ 
-Z/17a/775/15	πρὸ αὐτοῦ δυϲὶ καὶ πρὸ τούτων τῷ Προγνωϲτικῷ τε καὶ Προρρητικῷ, 
-Z/17a/775/16	δυνατὸϲ ἂν εἴη πάντ' ἐξευρίϲκειν αὐτόϲ. |  
-Z/17a/777/1	  <Ἑνδέκατοϲ ἄρρωϲτοϲ. Ἐν 
-Z/17a/777/2	Θάϲῳ γυνὴ δυϲάνιοϲ ἐκ λύπηϲ μετὰ προφάϲιοϲ ὀρθοϲτά-
-Z/17a/777/3	δην ἐγένετο> καὶ πάντα τὰ ἐφεξῆϲ ἄχρι τοῦ δωδεκάτου ἀρρώϲτου. 
-Z/17a/777/3	 
-Z/17a/778/1	  Τί ἡ <δυϲάνιοϲ> φωνὴ ϲημαίνει, <Κριτίαϲ> ἐδήλωϲε γράψαϲ ὧδε· 
-Z/17a/778/2	“δυϲάνιοϲ δ' ἐϲτίν, ὅϲτιϲ καὶ ἐπὶ τοῖϲ μικροῖϲ ἀνιᾶται καὶ ἐπὶ τοῖϲ 
-Z/17a/778/3	μεγάλοιϲ μᾶλλον ἢ οἱ ἄλλοι ἄνθρωποι 〈ἢ〉 πλείω χρόνον.” ἦν 〈δ' ἄρ'〉 
-Z/17a/778/4	ἀνιαρὰ ἢ ϲκυθρωπὸϲ ἥδε ἡ νῦν ὑφ' <Ἱπποκράτουϲ> εἰρημένη <δυϲ-
-Z/17a/778/5	άνιοϲ>, παραμεινάϲηϲ αὐτῇ τῆϲ <λύπηϲ> ἐπὶ πλείονα χρόνον, ὅπερ 
-Z/17a/778/6	πάλιν μετ' ὀλίγον ἐπὶ τῆϲ ἐν <Κυζίκῳ> τὰϲ διδύμουϲ θυγατέραϲ τεκού-
-Z/17a/778/7	ϲηϲ ἔφη· “ϲιγῶϲα δὲ καὶ ϲκυθρωπὴ καὶ οὐ πειθομένη.” θαυμάζω γε 
-Z/17a/778/8	μήν, πῶϲ οὐ προϲέγραψεν ἐπὶ τῆϲ γυναικὸϲ ταύτηϲ ἤτοι γε ἐπεϲχῆϲθαι 
-Z/17a/778/9	τὰ καταμήνια παντάπαϲιν ἢ μὴ τελέωϲ γεγονέναι. φαίνεται γὰρ ὀξέωϲ 
-Z/17a/778/10	τε ἅμα καὶ πληθωρικῶϲ νοϲῆϲαι καὶ τῇ <τρίτῃ> τῶν ἡμερῶν <εἰϲ νύκτα 
-Z/17a/778/11	δι' ἱδρώτων> τε <κριθῆναι> καὶ <καταμηνίων> ἐκκρίϲεωϲ. ἀλλὰ καὶ 
-Z/17a/778/12	μετὰ τὴν κρίϲιν ἐκκενωθέντα πολλὰ βέβαιον εἰργάϲατο τὴν γενομένην 
-Z/17a/778/13	ἀπαλλαγὴν τοῦ νοϲήματοϲ. ἡ δὲ τῶν <οὔρων> χροιὰ καίτοι <μέλαινα> 
-Z/17a/778/14	γενομένη χαλεπὸν οὐδὲν εἰργάϲατο, διότι καταμηνίων ἐπίϲχεϲιϲ ἦν 
-Z/17a/778/15	μελαγχολικωτέρων, ἐφ' οἷϲ εἰκότωϲ ἡ γυνὴ <δυϲάνιοϲ> ἐγένετο καὶ 
-Z/17a/778/16	<φοβερὰ> καὶ <παρέκρουϲεν> ἐν μέρει ποτὲ καὶ <κωματώδηϲ> γενο-
-Z/17a/778/17	μένη. 
-Z/17a/778/17	 
-Z/17a/779/1	  <Δωδέκατοϲ ἄρρωϲτοϲ. Ἐν 
-Z/17a/779/2	Λαρίϲϲῃ τὴν παρθένον πυρετὸϲ ἔλαβε καυϲώδηϲ, ὀξύϲ,> 
-Z/17a/779/3	καὶ τἄλλα τὰ ἐφεξῆϲ ἄχρι τοῦ τριϲκαιδεκάτου ἀρρώϲτου. 
-Z/17a/779/3	 
-Z/17a/780/1	  Ὅτι μὲν ὥραν εἶδε καταμηνίων ἡ <παρθένοϲ>, δῆλόν ἐϲτιν ἐξ 
-Z/17a/780/2	ὧν αὐτὸϲ ἔγραψεν εἰπὼν ὧδε· <γυναικεῖα κατέβη πρῶτον τότε>.  
-Z/17a/780/3	φαίνεται δ' ἡ νόϲοϲ καὶ ταύτῃ γεγονέναι πληθωρικὴ καὶ <κριθῆναι> 
-Z/17a/780/4	μὲν ἐπὶ τῆϲ <ἕκτηϲ> ἡμέραϲ, διότι καὶ <τοὺϲ πόνουϲ> ἔϲχεν <ἐν ἀρ-
-Z/17a/780/5	τίαιϲ>, ὡϲ αὐτὸϲ ἔγραψεν. παράδοξον δὲ τὸ <μηδ' ὑποϲτρέψαι>, 
-Z/17a/780/6	καίτοι τῆϲ ἕκτηϲ ἡμέραϲ μηδέποτε πιϲτῶϲ κρινούϲηϲ. ξένον οὖν τι 
-Z/17a/780/7	τοῦτο καὶ πάνυ ϲπάνιον 〈τὸ〉 ἐπ' αὐτῆϲ γενόμενον ἐπεϲημήνατο γρά-
-Z/17a/780/8	ψαϲ· <ταύτῃ οὐχ ὑπέϲτρεψεν, ἀλλ' ἐκρίθη>, ὡϲ δέον ὑποϲτρέψαι. 
-Z/17a/780/9	  ἀλλὰ καὶ τὴν αἰτίαν ἔγραψε τοῦ μὴ ὑποϲτρέψαι προϲθείϲ· <ἐν 
-Z/17a/780/10	τοῖϲι πυρετοῖϲι καὶ ἤδη κεκριμένων γυναικεῖα κατέβη>. τὸ 
-Z/17a/780/11	γὰρ ἐπιμεῖναι τὴν κένωϲιν αὐτῇ ταῖϲ μετὰ τὴν κρίϲιν ἡμέραιϲ ἱκανὸν 
-Z/17a/780/12	ἐγένετο φυλάξαι βέβαιον τὴν προηγηϲαμένην κρίϲιν ἐν τῇ <ἕκτῃ> 〈τῶν〉 
