
[0057]  [101]  []  []

-Z/18b/629/t1	{ΤΟ ΙΠΠΟΚΡΑΤΟΥΣ ΚΑΤ' ΙΗΤΡΕΙΟΝ 
-Z/18b/884/6	στερον. ἐφ' ὧν δὲ μικρὰν ὠφέλειαν ἢ βλάβην οἶδε γιγνο-
-Z/18b/884/7	μένην, ἀρκεῖται περὶ τούτων ἅπαξ εἰπεῖν. ἐπὶ μὲν οὖν τῶν 
-Z/18b/884/8	καταγμάτων, ὅταν εὐθέως ἐπιδέηται, πρὶν ἤτοι φλεγμῆναι 
-Z/18b/884/9	τὸ πεπονθὸς ἤ τι τῶν νῦν εἰρημένων ἐπιγενέσθαι παθῶν, 
-Z/18b/884/10	τοῦ μὲν μηδὲν ἐπιῤῥεῖν τῷ πεπονθότι παραπλησίως ἡ πρό-
-Z/18b/884/11	νοια τῶν νῦν εἰρημένων ἐστὶν, οὐ μὴν τοῦ γε διαφορεῖσθαι 
-Z/18b/884/12	τὸ περιεχόμενον ἐν τῷ πεπονθότι, καθάπερ κἀπί τι τοιοῦ-
-Z/18b/884/13	τον καὶ τοῖς κατὰ χύσιν προσέθηκεν, οὐχ ὡς οὐδ' ὅλως ἐπ' 
-Z/18b/884/14	ἐκείνῳ χρώμενος, ἀλλ' ὡς νῦν μᾶλλον. ἐπὶ πλέον γὰρ δεῖ 
-Z/18b/884/15	τοῖς τοιούτοις ὕδατος θερμοῦ καταχεῖν, ἵνα διαφορηθῇ τὸ 
-Z/18b/884/16	περιεχόμενον ἐν τοῖς ὠγκωμένοις. οὕτως οὖν καὶ αὐτὸς ἐν 
-Z/18b/884/17	τῷ περὶ πτέρνης λόγῳ καθ' ἣν ἀφ' ὑψηλοῦ πηδησάντων 
-Z/18b/884/18	ἐκχύμωμά τι γίγνεται σὺν τοῖς ἄλλοις οἷς ἔγραψεν εἰς τὴν  
-Z/18b/885/1	θεραπείαν αὐτῶν χρησίμοις καὶ τοῦτο προσέθηκεν, ὕδατι 
-Z/18b/885/2	θερμῷ πλείστῳ, οὐ τῇ πιέσει τὴν ἀσφάλειαν ἔχει τὸ ἐπι-
-Z/18b/885/3	δούμενον μόριον. εἴρηται μὲν οὖν αὐτῷ κἀπὶ τῶν καταγμά-
-Z/18b/885/4	των. χρεία δὲ μείζων ἐπὶ τῶν νῦν προκειμένων ἐστὶν, ὅπως 
-Z/18b/885/5	μήτε θλίβοιτο καὶ διαφοροῖτο. διὰ τὴν αὐτὴν οὖν αἰτίαν 
[0057]  [101]  []  []

-Z/18b/885/6	καὶ χωρὶς ναρθήκων ποιεῖται τὴν ἐπίδεσιν, ὥστε κατὰ δύο 
-Z/18b/885/7	τῆς καταγματικῆς αὐτὴν ἀποκεχωρηκέναι, καθόσον ἧττόν τε 
-Z/18b/885/8	πιέζεσθαι δεῖται καὶ μάλιστα ἐπ' αὐτῶν ἀξιοῖ τὰ ὀθόνια 
-Z/18b/885/9	κοῦφα εἶναι καὶ λεπτὰ καὶ μαλθακὰ καὶ καθαρά. τούτων 
-Z/18b/885/10	γὰρ μάλιστα χρῄζει τὰ πιέζεσθαι μὲν ἧττον δεόμενα, δια-
-Z/18b/885/11	φορεῖσθαι δὲ μᾶλλον. προσέθηκε δὲ τὸ χωρὶς φλεγμονῆς 
-Z/18b/885/12	εἶναι δεῖν ἕκαστον τῶν εἰρημένων παθῶν, εἰ μέλλοιτο διὰ 
-Z/18b/885/13	τῆς εἰρημένης ἐπιδέσεως θεραπεύεσθαι, διότι τὰ φλεγμαί-
-Z/18b/885/14	νοντα τὴν ἐξ ἐπιδέσεως πίεσιν οὐδὲ μετρίως γιγνομένην 
-Z/18b/885/15	ἀνέχεται καὶ διὰ τοῦτο θεραπεύομεν αὐτὰ καταπλάσμασί τε 
-Z/18b/885/16	καὶ συνεχέσιν ὕδατος θερμοῦ καταχύσεσι καὶ φαρ-
-Z/18b/885/17	μάκοις ὑγροῖς, ὅσα δηλονότι φλεγμονὰς ὠφελεῖσθαι ἱκανά. 
-Z/18b/885/18	          — — —  
-Z/18b/886/1	            λβʹ. 
-Z/18b/886/2	Τὰ δὲ ἐκπτώματα ἢ στρέμματα ἢ διαστήματα ἢ ἀποσπά-
-Z/18b/886/3	  σματα ἢ ἀποκλάσματα ἢ διαστρέμματα, οἷα τὰ κυλλὰ, τὰ 
-Z/18b/886/4	  ἑτερόῤῥοπα, ἔνθεν μὲν ἐξέστη συνδιδόντα, ὅπη δὲ συντεί-
-Z/18b/886/5	  νοντα, ὡς ἐς τἀναντία ῥέπῃ ἐπιδεθέντα ἢ πρὶν ἐπιδεθῆ-
-Z/18b/886/6	  ναι σμικρῷ μᾶλλον ἢ ὥστε ἐξ ἴσου εἶναι. καὶ τοῖσιν 
-Z/18b/886/7	  ἐπιδέσμοισι καὶ τοῖσι σπλήνεσι καὶ τοῖσιν ἀναλήμμασι 
-Z/18b/886/8	  καὶ τοῖσι σχήμασι, κατατάσει, ἀνατρίψει, διορθώσει, 
-Z/18b/886/9	  ταῦτα καὶ καταχύσει πλείονι. 
-Z/18b/886/10	          — — — 
-Z/18b/886/11	    Περὶ τούτων ἁπάντων παθῶν ἔν τε τῷ περὶ ἀγμῶν 
-Z/18b/886/12	καὶ ἄρθρων αὐτὸς ἐδίδαξε τελεώτατα καὶ νῦν ὥσπερ ἄλλων 
-Z/18b/886/13	πολλῶν, οὕτως καὶ τούτων, οἷον ἐπιτομήν τινα γράφει, καθ' 
-Z/18b/886/14	ἑαυτὴν μὲν ἀσαφῆ διὰ συντομίαν, εὔδηλον δὲ τοῖς προσανε-
-Z/18b/886/15	γνωκόσιν ἐκεῖνα τὰ βιβλία. καὶ ἡμεῖς δὲ ὅτι φθάνομεν αὐτὰ 
-Z/18b/886/16	προεξηγήσασθαι, διὰ τοῦτο νῦν ὀλίγα ἀναμνήσεως ἕνεκεν 
-Z/18b/886/17	ἐροῦμεν. ἐὰν δέ τις ἐκ τοῦ κατ' ἰητρεῖον ἄρχεται, τοῦτο  
-Z/18b/887/1	χρὴ τὸν διδάσκαλον σαφηνείας ἕνεκεν λέγειν ὅσα κατὰ τὸ 
-Z/18b/887/2	περὶ ἀγμῶν καὶ ἄρθρων αὐτὸς ὁ Ἱπποκράτης ἔγραψεν, ἐν 
-Z/18b/887/3	ὑπομνήματι δὲ μεταγράφειν αὐτὰ καὶ παρατίθεσθαι νῦν. 
-Z/18b/887/4	κέκληκεν οὖν ἐν τῇ προκειμένῃ ῥήσει ὁ Ἱπποκράτης ἐκπτώ-
-Z/18b/887/5	ματα μὲν ἐπὶ τῶν ἐξηρθρηκότων, στρέμματα δὲ φώνει μὲν, 
-Z/18b/887/6	ὅταν διάρθρωσις ἀπαθής ἐστιν, ἐστράφη δὲ τὰ περὶ αὐτὴν 
-Z/18b/887/7	νευρώδη σώματα καὶ γίνεται μάλιστα τοῦτο τοῖς κενεμβα-
-Z/18b/887/8	τεῖν λεγομένοις. διαστήματα δὲ ἐπὶ τῶν ψαυόντων μὲν ἀλ-
-Z/18b/887/9	λήλων ὀστῶν φύσει καὶ χωρὶς διαρθρώσεως, ἀποστάντων 
-Z/18b/887/10	δὲ διά τι πάθημα. καὶ κατὰ τὸ περὶ ἀγμῶν καὶ ἄρθρων 
-Z/18b/887/11	αὐτὸς μέμνηται διϊσταμένων ὀστῶν ἀπ' ἀλλήλων ὀνομαστί. 
-Z/18b/887/12	κατὰ μὲν ἀγκῶνα πήχεος, κερκίδος, ἐν δὲ τῇ ἄκρᾳ τῷ γό-
-Z/18b/887/13	νυϊ τῶν συντιθέντων αὐτὴν κατὰ τὸν πόδα τῶν πλησιαζόν-
-Z/18b/887/14	των τῇ πτέρνῃ. τὰ δὲ ἀποσπάσματα τῶν ὀστῶν γίγνεται, 
-Z/18b/887/15	καθάπερ αὐτὸς ἀπ' ἀκρωμίου διῆλθεν, ὅταν τῶν συνδούν-
-Z/18b/887/16	των αὐτὰ διασπασθέντων ἀποχωρισθῇ πλεῖστον ἀπ' ἀλλή- 
-Z/18b/888/1	λων συνεχόμενα πρότερον. τὰ δὲ ἀποκλάσματα καλεῖται μὲν 
-Z/18b/888/2	ὑπὸ τῶν νεωτέρων ἀπάγματα. μέμνηται δὲ αὐτῶν ἐπὶ τέλει 
-Z/18b/888/3	ἐν τῷ περὶ ἀγμῶν καὶ ταῖς περὶ ἀγκῶνος εἶναι ἴνεσι καὶ τὸ 
-Z/18b/888/4	ἄπαγμα γέγραφεν αὐτὸς, ὅθεν ὁρμηθέντες οἱ μετ' αὐτὸν 
-Z/18b/888/5	ἀπάγματα προσηγόρευσαν ὅσα πλησίον τῆς διαρθρώ-
-Z/18b/888/6	σεως γίνεται κατάγματα, δι' ὅλου τοῦ πάχους τῶν ὀστῶν, 
-Z/18b/888/7	ὡς ἀπ' ἀλλήλων διαστῆναι τὰ μεγάλα καὶ καλοῦσιν οἱ νεώ-
-Z/18b/888/8	τεροι αὐτὰ κατάγματα καυληδὸν γεγονέναι. τὰ δὲ διαστρέμ-
-Z/18b/888/9	ματα τῶν στρεμμάτων διαφέρει, καθόσον ἅπτεταί πως τῆς 
-Z/18b/888/10	διαρθρώσεως ἐπ' ὀλίγον αὐτὴν διαστρέφοντα καὶ συμμετα-
-Z/18b/888/11	κινοῦντα. γίνεται δὲ καὶ περὶ ἓν ὀστοῦν, μάλιστα δὲ κνή-
-Z/18b/888/12	μην ἐπὶ τῶν παιδίων, ἣν καὶ μετὰ παραθέσεως τῶν ἐξευ-
-Z/18b/888/13	θυνόντων ἑκατέρωθεν ἐπιδοῦμεν ἐκ φιλύρας ἤ τινος οὕτως 
-Z/18b/888/14	εὐτόνου τε καὶ μαλακοῦ ξύλου, ποιούμενοι δὲ λεπτὰ σανί-
-Z/18b/888/15	δια. κάλλιστα δὲ ἐποίησε καὶ αὐτὸς προσθεὶς τὸν διὰ τῶν 
-Z/18b/888/16	περιστρεμμάτων λόγον τὰ ἑτερόῤῥοπα. εἴτε γὰρ, ὥς τινες 
-Z/18b/888/17	γράφουσι, τὰ οἷα τὰ κυλλὰ ταῦθ' ἑτερόῤῥοπα κατὰ πάσας 
-Z/18b/888/18	τὰς γραφὰς τὰ ἑτερόῤῥοπα συμφωνεῖται πᾶσιν. καὶ γὰρ  
-Z/18b/889/1	εἴσω καὶ ἔξω τὴν ῥοπὴν ἴσχει πολλάκις ἡ διάρθρωσις ὅλη 
-Z/18b/889/2	καὶ μάλιστα ἐν σκέλεσι κατὰ γόνυ καὶ κατὰ σφυρὰ, καὶ κα-
-Z/18b/889/3	λεῖται τὰ μὲν ἔξω ῥέποντα βλαισὰ, τὰ δὲ ἔσω ῥαιβὰ 
-Z/18b/889/4	καὶ κυλλά. τούτοις ἅπασι τοῖς εἰρημένοις πάθεσιν ἐπίδεσις 
-Z/18b/889/5	ἁρμόττει, δύο τούτους ἔχουσα σκοποὺς, ὅπου μὲν ἀπεχώ-
-Z/18b/889/6	ρησε τὸ μόριον, ἐκεῖθεν αὐτὸ προσάγεσθαί τε καὶ ἐπικεῖ-
-Z/18b/889/7	σθαι διὰ τῶν ἐπιδέσμων· ἐὰν δὲ ἐξέσται χαλαρὸν εἶναι τὸ 
-Z/18b/889/8	χωρίον, ὅπως δέχηται τὸ διὰ τῆς ἐπιδέσεως ὠθούμενον εἰς 
-Z/18b/889/9	αὐτό. συνδιδόναι δὲ, τουτέστιν ἀνιέναι καὶ μὴ τείνειν ἔνθα 
-Z/18b/889/10	χρὴ, τὸν ἐπίδεσμον ὑπακουστέον ἐστί. τὸ δὲ ἐξέστη κατ' 
-Z/18b/889/11	ἐκεῖνο τὸ μέρος τῆς ῥήσεως ἐν ᾧ φησιν, ὅπη δὲ, ὡς γενέ-
-Z/18b/889/12	σθαι τὴν ὅλην λέξιν τοιαύτην· ὅθεν μὲν ἐξέστη συνδόντα, 
-Z/18b/889/13	τουτέστι χαλῶντα τὸν ἐπίδεσμον, ὅπη δὲ ἐξέστη συντείνοντα 
-Z/18b/889/14	ὡς εἰς τἀναντία ῥέπειν τῆς χώρας, εἰς ἣν ἐξέστη. τῆς δὲ 
-Z/18b/889/15	εἰς τἀναντία ῥοπῆς τοῖς ἐξεστῶσιν ὅρος οὕτω κατὰ φύσιν 
-Z/18b/889/16	ἔθετο. νικηθήσεται γὰρ οὕτω ἡ ἐπίδεσις ὑπὸ τοῦ παθή-
-Z/18b/889/17	ματος εἰθισμένου τοῦ μορίου πολυχρονίῳ διαστροφῇ, ἀλλ' 
-Z/18b/889/18	ἐπέκεινα βραχὺ τοῦ κατὰ φύσιν ἄγειν ἀξιοῖ. τοῦτο γάρ ἐστι  
-Z/18b/890/1	τὸ λεγόμενον ὑπ' αὐτοῦ σμικρῷ μᾶλλον, ὥστε ἐξ ἴσου εἶναι. 
-Z/18b/890/2	τὸ γὰρ κατὰ φύσιν ἴσον ἐστὶ καὶ τὴν εἰς ἐναντίον τόπον 
-Z/18b/890/3	ῥοπὴν ἐξ ἁπάντων κελεύειν, ποιεῖν ἡμᾶς ὅσα παραλαμβάνο-
-Z/18b/890/4	μεν εἰς τὴν ἐπίδεσιν, ἃ καὶ κατὰ λέξιν αὐτὸς ὀνομαστὶ καὶ 
-Z/18b/890/5	τοῖσιν ἐπιδέσμοισιν. εἰπὼν, καὶ τοῖσι σπλήνεσι καὶ τοῖσι 
-Z/18b/890/6	ἀναλήμμασι καὶ πρὸς τούτοις ἔτι κατατάσει, ἀνατρέψει, 
-Z/18b/890/7	διορθώσει. κατὰ πάντα γὰρ ταῦτα δυνατόν ἐστι περιῤῥέ-
-Z/18b/890/8	πειν εἰς τἀναντία τὴν ἐπίδεσιν ἐπὶ πλέον τοῦ κατὰ φύσιν, 
-Z/18b/890/9	ἀλλὰ καὶ καταχύσει πλέονι χρῆσθαι, καὶ λέγει προσθεὶς ἐν-
-Z/18b/890/10	ταῦθα τῷ πλέονι παραλελειμμένον μὲν ἐν τῇ προτέρᾳ ῥήσει, 
-Z/18b/890/11	συνεπινοούμενον δὲ τοῖς εἰρημένοις. ἐπ' ἐκείνων μὲν οὖν 
-Z/18b/890/12	ἕνεκα τοῦ διαφορῆσαι, ἐπὶ τούτων δὲ τοῦ μαλακῦναι χάριν 
-Z/18b/890/13	ὕδατος θερμοῦ καταχύσει χρῆται πλείονι. 
-Z/18b/890/14	          — — — 
-Z/18b/890/15	            λγʹ. 
-Z/18b/890/16	Τὰ δὲ μινυθήματα πολὺ προσλαμβάνοντα τοῦ 
-Z/18b/890/17	  ὑγιέος, ἐπιδεῖν ὡς ἂν ἐξ ἐπιδρομῆς τὰ συντακέντα πλέονα 
-Z/18b/890/18	  ἢ αὐτόματα ἐμινύθη ἢ ἄλλῃ ἢ τῇ ἐξ ἐπιδέσεως παραλλά- 
-Z/18b/891/1	  ξαντα ἐκκλίει εἰς τὴν αὔξησιν καὶ ἀνάπλασιν τῶν σαρ-
-Z/18b/891/2	  κῶν ποιήσεται. 
-Z/18b/891/3	          — — — 
-Z/18b/891/4	    Τὴν ῥῆσιν ταύτην ἔνιοι μὲν τῶν ἐξηγησαμένων τὸ βι-
-Z/18b/891/5	βλίον, ὥσπερ καὶ ἄλλας πολλὰς, ἐπέδρασαν ὀλίγα περιλαλή-
-Z/18b/891/6	σαντες, οἱ δὲ ἐπιχειρήσαντες σαφῶς ἐξηγήσασθαι ἥμαρτον 
-Z/18b/891/7	τῆς ἀληθείας, ὡς θαυμάζειν μὲν τίνι τρόπῳ τὰ μινυόμενα 
-Z/18b/891/8	μόρια, τουτέστιν ἰσχνὰ καὶ ἄτροφα γινόμενα, πρὸς τὴν 
-Z/18b/891/9	κατὰ φύσιν εὐκρασίαν ἐπανῆγον. ἐγὼ δὲ καὶ ὅσα μὲν ἐν 
-Z/18b/891/10	σημαινομένῳ λέξεως ἤ τινι σαφηνιστικῷ προβλήματι ζητεῖ-
-Z/18b/891/11	ται, βλάβην οὐδεμίαν ἡγοῦμαι φέρειν εἰς τῆς τέχνης ἔργα 
-Z/18b/891/12	τοῖς μανθάνουσιν, εἰ καὶ κακῶς τις ὑπολάβοι περὶ αὐτῶν. 
-Z/18b/891/13	τὰ δ' ἀγγεῖα τῆς ὠφελούσης ἀγωγῆς γραφόμενα βλάπτειν 
-Z/18b/891/14	ἀναγκαῖον ἤ τινι ἀσκουμένῳ κατὰ τὴν τέχνην. ὡς τοίνυν 
-Z/18b/891/15	αὐτὸς ἐθεράπευσα διὰ παντὸς ἠτροφηκότα μόρια διδάξω. 
-Z/18b/891/16	πρότερον πῶς ἤδη τῆς ἐξ αὐτῶν ὠφελείας ἀπολαύωσιν οἱ 
-Z/18b/891/17	μανθάνοντες, εἶθ' ἑξῆς τὴν ῥῆσιν ἐφαρμόσαι πειράσομαι  
-Z/18b/892/1	τοῖς ἀληθέσιν. ἐν γὰρ τοῖς σαφῶς γεγραμμένοις ἴσχεσθαι 
-Z/18b/892/2	μὲν δὴ πάντως τῆς τῶν πραγμάτων ἀληθείας πειράσομαι 
-Z/18b/892/3	καὶ τὴν τοῦ παλαιοῦ λέξιν, ἐὰν οἷόν τε ᾖ, τούτοις ὁμολογοῦ-
-Z/18b/892/4	σαν ἐπιδεικνύειν. εἰ δὲ ἀδύνατοί ποτε τοῦτο πρᾶξαι εἴη-
-Z/18b/892/5	μεν, τὸ οὖν ἀληθὲς ὁ νέος ἤδη γιγνωσκέτω. τῶν γοῦν γι-
-Z/18b/892/6	γνομένων ἐν μέρεσί τισιν ἰσχνοτήτων αἱ πλεῖσται διὰ τὸ 
-Z/18b/892/7	πολυχρόνιον ἡσυχίαν αὐτῶν ἢ καταγματικῆς αὐτῶν ἐπιδέ-
-Z/18b/892/8	σεως τρόπῳ εἰς τὰ παθήματα ταῦτα ἔρχονται. ἥ τε γὰρ 
-Z/18b/892/9	ἡσυχία τὴν δύναμιν ἄῤῥωστον ἐπιδείκνυσι τῶν ἡσυχαζόντων 
-Z/18b/892/10	μορίων, ἥ τ' ἐπίδεσις ἐκθλίβουσα τὸ αἷμα τῶν ἐπιδουμένων, 
-Z/18b/892/11	τὸ μὲν εἰς τὴν ἄνω χώραν, τὸ δὲ εἰς τὴν κάτω τὴν τρο-
[0057]  [101]  []  []

-Z/18b/892/12	φὴν αὐτῶν ἀφαιρεῖται, ὥστε καὶ τὴν ἴασιν ἐναντίαν χρὴ 
-Z/18b/892/13	ποιεῖσθαι τῇ γενέσει τοῦ πάθους, ῥωννύντας αὐτὴν τὴν 
-Z/18b/892/14	δύναμιν τοῦ πεπονθότος μορίου χορηγοῦντας αὐτῇ δαψιλὲς 
-Z/18b/892/15	αἷμα. ἡ μὲν οὖν δύναμις ῥώννυται τρίψεσί τε καὶ μετρίαις 
-Z/18b/892/16	καταχύσεσι καὶ κινήσεσι. κατ' ἀμφότερα τὰ γένη, τὸ ποιὸν 
-Z/18b/892/17	καὶ τὸ ποσὸν, ἐπιτήδεια ταῖς κινήσεσιν. ἕνεκα δ' ἐπιῤῥεῖν  
-Z/18b/893/1	πλέον οἷόν τε ἐπιδέσεώς τε τῆς κατὰ τὴν προκειμένην καὶ 
-Z/18b/893/2	καταχύσεως μετρίας ὕδατος θερμοῦ καὶ κινήσεως καὶ τρί-
-Z/18b/893/3	ψεως, ἅπερ καὶ τὴν δύναμιν ἐπιῤῥωννύει. εἶναι δὲ χρὴ 
-Z/18b/893/4	πάντα μέτρια, κατά τε τὸ ποσὸν καὶ τὸ ποιόν. οὐ 
-Z/18b/893/5	γὰρ ἀπόχρη μόνον τὴν τρίψιν ἢ τὴν κίνησιν ἢ τοῦ θερμοῦ 
