
[0057]  [077]  []  []

-Z/13/362/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΣΥΝΘΕΣΕΩΣ ΦΑΡΜΑΚΩΝ 
-Z/13/915/17	  Ἀνεπιδέτων χρήσεις τε καὶ τὰς συνθέσεις. 
-Z/13/915/18	  Ποιοῦσι πρὸς τὰς μὴ μεγάλας διαιρέσεις,  
-Z/13/916/1	  Καὶ πρὸς τὰ μείζω σαρκὸς αὐτῆς τραύματα, 
-Z/13/916/2	  Τά τ' ἐξ ἐπιπολῆς τῶν τετραπόδων δήγματα, 
-Z/13/916/3	  Αἳ καὶ δοθιῆνας διαφοροῦσι προσφάτους. 
-Z/13/916/4	  Στομοῦσι δὲ τοὺς ἔχοντας ἤδη καὶ πύον, 
-Z/13/916/5	  Κομιζόμεναί τε τὰς ἐπ' αὐτοῖς ἐσχάρας 
-Z/13/916/6	  Τάχιστ' ἐπουλώσουσι δίχα χειρουργίας. 
-Z/13/916/7	  Καὶ τῷ μετώπῳ ἐπιτεθεῖσαι ῥεύματα 
-Z/13/916/8	  Ὀφθαλμιώντων ῥᾷστ' ἐπίσχουσιν μόναι. 
-Z/13/916/9	  Τούτου δ' ἀμείνω τοῦ γένους πρώτην φράσω 
-Z/13/916/10	  Ἔμπλαστρον, εὐπόριστον, εὔχρουν, δραστικὴν, 
-Z/13/916/11	  Καλῶ δὲ Τυρίαν. λαμβάνει γὰρ πορφύρας 
-Z/13/916/12	  Τὸ χρῶμα Τυρίας, ἂν γένηθ' ὃν δεῖ τρόπον. 
-Z/13/916/13	  Σκεύαζε δ' οὕτως. τῆς καλῶς λιθαργύρου 
-Z/13/916/14	  Ἔμβαλλε λίτρας εʹ. καὶ κηροῦ αʹ. 
-Z/13/916/15	  Καὶ πιτυΐνης γʹ. τῆς λιπαρᾶς καὶ ἀξύλου. 
-Z/13/916/16	  Ἰοῦ δὲ χαλκοῦ τοῦ καλοῦ καὶ χαλβάνης, 
-Z/13/916/17	  Χαλκοῦ τε κεκαυμένου καὶ λεπίδος καλῆς  
-Z/13/917/1	  Τέσσαρας ἑκάστου μίγματος βάλλ' οὐγγίας. 
-Z/13/917/2	  Λιπαροῦ δ' ἐλαίου ιεʹ. λίτρας καὶ μίαν. 
-Z/13/917/3	  Ἕψει δὲ τὴν ἔμπλαστρον οὕτως ἐπιμελῶς, 
-Z/13/917/4	  Βαλὼν μετ' ἐλαίου λειοτάτην λιθάργυρον, 
-Z/13/917/5	  Εἰς κεραμίαν τε μείζω καὶ καινὴν χύτραν, 
-Z/13/917/6	  Ἀνάτριβε χερσὶν, εἶτα κίνει καὶ σπάθῃ, 
-Z/13/917/7	  Ἕψε τ' ἐπὶ λάβρας καὶ διηνεκοῦς φλογός. 
-Z/13/917/8	  Ὅταν δὲ μέλιτος λαμβάνῃ τὴν σύστασιν, 
-Z/13/917/9	  Ἰόν τε καὶ τὴν λεπίδα προσβαλὼν, ἄφες 
-Z/13/917/10	  Ἕψεσθ' ἐφ' ἱκανόν. εἶτα χαλκὸν πρόσβαλε. 
-Z/13/917/11	  Πάλιν τ' ἀφεὶς ἐπὶ ταχὺν ἕψεσθαι χρόνον, 
-Z/13/917/12	  Ἀπόχεον ὀλίγον χύτρας τοῦ φαρμάκου. 
-Z/13/917/13	  Ψύξας τ' ἀνάτριψον χερσὶ καὶ τοῖς δακτύλοις, 
-Z/13/917/14	  Εὔχρουν τ' ἰδὼν καὶ σκληρὸν, οὕτως πρόσβαλε 
-Z/13/917/15	  Τὴν πιτυΐνην καὶ κηρόν. εἶθ' ἡνωμένων 
-Z/13/917/16	  Πάντων ἐπιμελῶς, πάλιν ἀπόσταξον βραχύ. 
-Z/13/917/17	  Κᾂν μὲν βλέπῃς εὔχρουν τε καὶ κεκραμένην, 
-Z/13/917/18	  Ἄρον παραχρῆμα τὴν χύτραν ἀπὸ τοῦ πυρὸς,  
-Z/13/918/1	  Καὶ χαλβάνην πρόσβαλλε προμεμαλαγμένην. 
-Z/13/918/2	  Ἂν δ' ᾖ παρὰ πολὺ σκληρότερον τὸ φάρμακον, 
-Z/13/918/3	  Ἔλαιον αὐτῷ πρόσβαλ' εἰς εὐκρασίαν 
-Z/13/918/4	  Οὕτω κατηθῶν, εἶτ' εἰς ἕτερον ἀγγεῖον 
-Z/13/918/5	  Ψυχρὸν, μάλασσε χερσὶ καὶ οὕτως τ' ἀποτίθου. 
-Z/13/918/6	Ἄλλην ὑπογράψω τῇ πρὸ ταύτης ὁμογενῆ. 
-Z/13/918/7	  Ποιεῖ δὲ πρὸς ἃ εἶπον ἔμπροσθεν πάθη, 
-Z/13/918/8	  Πάντων ἐπουλοῖ κρεῖττον αὕτη φαρμάκων, 
-Z/13/918/9	  Ἕλκη δυσαλθῆ καὶ τυλώδη καὶ χρόνια. 
-Z/13/918/10	  Τἀν τῷ προσώπῳ γινόμεν' ἐξανθήματα 
-Z/13/918/11	  Αὕτη θεραπεύει δίχα τινὸς δηγμοῦ κακοῦ, 
-Z/13/918/12	  Ἕδρας τ' ἐχούσας ῥαγάδας καὶ σκληρίας 
-Z/13/918/13	  Τὰς κονδυλώδεις καὶ τύλους ἀποβάλλεται. 
-Z/13/918/14	  Σκεύαζε δ' οὕτως. μνᾶν λιθαργύρου καλῆς. 
[0057]  [077]  []  []

-Z/13/918/15	  Μνᾶ δέ ἐστι λίτρα καὶ τρίτον λίτρας μέρος. 
-Z/13/918/16	  Κηροῦ δὲ καλοῦ Ποντικοῦ μνᾶς ἥμισυ, 
-Z/13/918/17	  Ἰοῦ τέταρτον μνᾶς, μέρος ξυστοῦ καλοῦ, 
-Z/13/918/18	  Χαμαιλέοντος μέλανος ὄγδοον μέρος.  
-Z/13/919/1	  Ῥίζα δέ ἐστιν ἡ καλὴ ἡ Κρητικὴ, 
-Z/13/919/2	  Τὸ αʹ. εἶτα Κιλίκιος. παλαιοῦ 
-Z/13/919/3	  Τε ἐλαίου μνᾶς ἐπιῤῥεπέστερον βραχὺ 
-Z/13/919/4	  Ἐὰν δὲ μὴ παρῇ, κέχρησο προσφάτῳ. 
-Z/13/919/5	  Ἕψει δὲ λείαν, τὴν λιθάργυρον βαλὼν 
-Z/13/919/6	  Καὶ πᾶν ἔλαιον εἰς χύτραν, κινῶν σπάθῃ. 
-Z/13/919/7	  Ὅταν δὲ συστῇ καὶ γένηται μηλίνη, 
-Z/13/919/8	  Ἰὸν παράπασον, εἶτα κηρὸν πρόσβαλε, 
-Z/13/919/9	  Τήξας τε τοῦτον, βαστάσας τ' ἀπὸ τοῦ πυρὸς 
-Z/13/919/10	  Χαμαιλέοντος ὀλίγον παράπασον. 
-Z/13/919/11	  Ὅταν δ' ἑνωθῇ πάντα καὶ ψυγῇ ποσῶς, 
-Z/13/919/12	  Κατέρασον εἰς θυείαν, οὕτως τε ἀποτίθου. 
-Z/13/919/13	Αἰγυπτία. 
-Z/13/919/14	  Αἰγυπτία τηροῦσα χωρὶς φλεγμονῆς 
-Z/13/919/15	  Πᾶσαν διαίρεσιν καὶ πάντα θλάσματα, 
-Z/13/919/16	  Καὶ δήγματα πάντων τετραπόδων, τῶν θ' ἑρπετῶν, 
-Z/13/919/17	  Ὅσαι τ' ἐγένοντο χωρὶς ἑλκῶν φλεγμοναὶ, 
-Z/13/919/18	  Πόνους τε νεύρων καὶ μυῶν δίχ' αἰτίας.  
-Z/13/920/1	  Ταύτην ἐπαινῶν Ἀνδρόμαχος ἐν φαρμάκοις 
-Z/13/920/2	  Ἔχων μεγίστην ἕξιν ἐδίδου φίλοις. 
-Z/13/920/3	  Εἶναι δὲ δραχμὰς ἔλεγε μὲν λιθαργύρου 
-Z/13/920/4	  Τρὶς μʹ. καὶ ἑτέρας δὶς ιβʹ. 
-Z/13/920/5	  Κηροῦ δὲ λευκοῦ Ποντικοῦ ταύταις ἴσας, 
-Z/13/920/6	  Ἀμμωνιακοῦ δὲ τοῦ καθαροῦ τρὶς κʹ. 
-Z/13/920/7	  Καὶ δώδεκ' ἄλλας, λιβάνου δὲ δὶς δʹ. 
-Z/13/920/8	  Λεπίδος δὲ χαλκοῦ καὶ λεπίδος στομώματος, 
-Z/13/920/9	  Πάλιν δ' ἑκάστου μίγματος δὶς δʹ. 
-Z/13/920/10	  Τερμινθίνης τε τῆς καθαρᾶς τρὶς ιβʹ. 
-Z/13/920/11	  Δέκ' ὀκτὼ δʹ. ἐλαίου κικίνου κοτύλας μέτρῳ, 
-Z/13/920/12	  Ἐρίων ιηʹ. τῶν ῥυπαρῶν κεκαυμένων. 
-Z/13/920/13	  Καίειν δ' ἔφασκεν αὐτὰ τοῦτον τὸν τρόπον, 
-Z/13/920/14	  Εἰς λοπάδα καινὴν ἢ χύτραν πλατύστομον 
-Z/13/920/15	  Ἐνθέντα ἔριον οἰσυπηρὸν δαψιλὲς, 
-Z/13/920/16	  Τὸ σῶμα προχρίσαντ' ἢ γύψῳ ἢ κόνει, 
-Z/13/920/17	  Ἢ γῇ κεραμικῇ, μεθ' ὕδατος μεμιγμένη 
-Z/13/920/18	  Ἐν πυρὶ λάβρῳ καίοντα, ὅταν ᾖ ῥάδιον,  
-Z/13/921/1	  Κόψαντα σῆσαι. τό γε δοκεῖν καλῶς ἔχειν, 
-Z/13/921/2	  Καίειν δ' ὁμοίως αὐτὰ κᾀν τοῖς κριβάνοις, 
-Z/13/921/3	  Κᾀν τοῖς ἴπνοις τοῖς ἄγαν πεπυρωμένοις, 
-Z/13/921/4	  Οὕτως τε λειῶν, λάμβανε ὃν δεῖ σταθμόν. 
-Z/13/921/5	  Ἑψεῖν δὲ κελεύει λειοτάτην λιθάργυρον, 
-Z/13/921/6	  Καὶ πᾶν κίκινον καὶ μίξαντ' ἐν καινῇ χύτρᾳ, 
-Z/13/921/7	  Μέλιτός γε πάχος γενομένου τοῦ φαρμάκου, 
-Z/13/921/8	  Λεπίδα παραπάσσειν καὶ συνεψεῖν ἐφ' ἱκανὸν, 
-Z/13/921/9	  Ἕως ἂν γένηται ἀμόλυντον, βάλλειν τότε 
-Z/13/921/10	  Τερμινθίνην καὶ κηρὸν, εἶθ' ἡνωμένοις 
-Z/13/921/11	  Ἀμμωνιακὸν μαλαχθὲν ὑπὸ τῶν δακτύλων. 
-Z/13/921/12	  Μέλλοντα δ' αἴρειν τὴν χύτραν ἀπὸ τοῦ πυρὸς, 
-Z/13/921/13	  Λεῖον προσεμπάττειν λίβανον, ἐμβάλλειν τε 
-Z/13/921/14	  Καὶ τῶν οἰσυπηρῶν τὴν κόνιν παρ' ἐσχάτην, 
-Z/13/921/15	  Πρὸ τοῦ λιβανωτοῦ δὲ μικρὸν ὕστερον. 
-Z/13/921/16	  Τινὲς δὲ βουλόμενοι τοῦτο τὸ φάρμακον 
-Z/13/921/17	  Ἴδιον λέγεσθαι, βαστάσαντες τὴν μίαν  
-Z/13/922/1	  Λεπίδος μιᾶς βάλλουσι τὰς ἑκκαίδεκα, 
-Z/13/922/2	  Χρῶνται δὲ χαλκοῦ λεπίδος, οὐ στομώματος. 
-Z/13/922/3	Ἄλλη. 
-Z/13/922/4	  Οὐδέν τι χεῖρον τῆς προτέρας Αἰγυπτίας, 
-Z/13/922/5	  Ποιοῦσα ταὐτὰ, ποτὲ δὲ καὶ κρεῖττον, παχὺ 
-Z/13/922/6	  Ἂν σκευάσῃ τις ἐπιμελῶς τὸ φάρμακον, 
-Z/13/922/7	  Χρήσηται αὐτῷ μὴ παρέργως πρὸς ταὐτά. 
-Z/13/922/8	  Ἔχει δ' ἐλαίου εʹ. λίτρας, κικίνου ἴσας, 
-Z/13/922/9	  Λιθαργύρου δὲ τέσσαρας χρυσίτιδος, 
-Z/13/922/10	  Λεπίδος δὲ χαλκοῦ μηʹ. δραχμὰς, 
-Z/13/922/11	  Τερμινθίνης τε τῆς καλῆς τρὶς ιβʹ. 
-Z/13/922/12	  Μάννης, λιβάνου τε ταὐτὸ τῇ τερμινθίνῃ, 
-Z/13/922/13	  Ἀμμωνιακοῦ δὲ τοῦ καθαροῦ λίτρας βʹ. 
-Z/13/922/14	  Κηροῦ δὲ λευκοῦ Ποντικοῦ λίτρας βʹ 𐅶ʹʹ. 
-Z/13/922/15	  Ἕψε δ' ἔλαιον, λεπίδα, τὴν λιθάργυρον, 
-Z/13/922/16	  Ἕως συνέλθῃ καὶ γένητ' εὔχρουν ἄγαν, 
-Z/13/922/17	  Σκληρά θ' ἱκανῶς ἔμπλαστρος, εἶθ' οὕτως βαλεῖν 
-Z/13/922/18	  Τερμινθίνην καὶ κηρὸν, εἶτα δακτύλοις  
-Z/13/923/1	  Ἀμμωνιακὸν μαλαχθὲν, εἶτα τὴν χύτραν 
-Z/13/923/2	  Ἀπὸ τοῦ πυρὸς ζέουσαν ἄρας, τότε βαλεῖς 
-Z/13/923/3	  Τὴν μάνναν, ἤδη ψυχομένου φαρμάκου. 
-Z/13/923/4	  Ἐποίησα ταύτην πολλάκις λιθαργύρου 
-Z/13/923/5	  Χωρὶς, μολυβδαίνης ἐμβαλὼν καλῆς ἴσον, 
-Z/13/923/6	  Ἥδιστά τ' ἐχρησάμην πρὸς ἃ προείπομεν. 
-Z/13/923/7	  Πεποιημένην τε χρώματος βελτίονος. 
-Z/13/923/8	  [Περὶ τῶν διαφορητικῶν καὶ ἐπισπαστικῶν 
-Z/13/923/9	ἐμπλάστρων.] Οἱ τὰς τῶν συνθέτων φαρμάκων δυνάμεις 
-Z/13/923/10	γράψαντες ἐκάλεσάν τινας τῶν ἐμπλάστρων ἐπισπαστικὰς, 
-Z/13/923/11	ὥσπερ ἑτέρας διαφορητικάς. ἐνίαις δ' αὐτῶν ἑκάτερον ἐμαρ-
-Z/13/923/12	τύρησαν ἐπισπᾶσθαί τε καὶ διαφορεῖν. καὶ γὰρ πλησίον 
-Z/13/923/13	ἀλλήλων εἰσὶν αἱ δυνάμεις, ἥ θ' ἑλκτικὴ τῶν ἐκ τοῦ βά-
-Z/13/923/14	θους, ἥ τε διαφορητικὴ τῶν ἑλχθέντων. αἵ τε γὰρ ἕλκουσαι 
-Z/13/923/15	καὶ διαφοροῦσί τι πάντως, αἵ τε διαφοροῦσαι καὶ ἕλκουσιν. 
-Z/13/923/16	ἀλλ' ἐπικρατεῖ κατὰ μὲν τὰ διαφορητικὰ τῶν φαρμά-
-Z/13/923/17	κων ἡ διαφορητικὴ δύναμις, κατὰ δὲ τὰ ἑλκτικὰ ἡ ἑλκτική. 
-Z/13/923/18	σύγκεινται μὲν οὖν ἑλκτικαὶ διὰ τῶν ἁπλῶν φαρμάκων, ὅσαι  
-Z/13/924/1	δύναμιν ἔχουσιν, ἐκ τοῦ βάθους ἐπὶ τὸ δέρμα τὰς περιου-
-Z/13/924/2	σίας τῶν ὑγρῶν ἐπισπᾶσθαι, αἱ διαφορητικαὶ δὲ ἐκ τῶν 
-Z/13/924/3	διαφορεῖν τὸ ἑλχθὲν πεφυκυιῶν. ἵνα δὲ ἔμπλαστρος γένηται, 
-Z/13/924/4	καθάπερ ἐν τοῖς ἔμπροσθεν ἐῤῥέθη, τῷ μὲν γὰρ λιθαργύ-
-Z/13/924/5	ρου μίγνυται, τῷ δὲ ῥητίνης, τῷ δὲ κηροῦ, τῷ δὲ ἐλαίου, 
-Z/13/924/6	τῷ δὲ πίττης, οὔτε διαφορητικὴν δύναμιν ἀξιόλογον οὔθ' 
-Z/13/924/7	ἑλκτικὴν ἐχόντων τῶν τοιούτων, ὥσπερ ἢ πρόπολις ἢ τίτα-
-Z/13/924/8	νος ἢ μυελὸς ἢ χαλβάνη ἢ τὸ τῆς Ἀσίας πέτρας ἄνθος ἢ 
-Z/13/924/9	ἀφρὸς νίτρου ἢ ἀφρόνιτρον ἢ ὄξος ἢ κονία στακτὴ, πέπερί 
-Z/13/924/10	τε καὶ νᾶπυ καὶ στρουθίον, οἵ τ' ἐδώδιμοι τῶν ἁλῶν, οἵ 
-Z/13/924/11	τε ἀμμωνιακοὶ καὶ πρὸς τούτοις ἄλλα πολλὰ, περὶ ὧν τῆς 
-Z/13/924/12	δυνάμεως ἐν τῇ τῶν ἁπλῶν φαρμάκων πραγματείᾳ λέλεκται. 
-Z/13/924/13	νυνὶ δὲ τὰς πεῖραν ἱκανὴν ἤδη δεδωκυίας ἐμπλάστρους ἐρῶ, 
-Z/13/924/14	τοσοῦτον ἔτι περὶ αὐτῶν εἰπὼν, ὡς ἔνιοι καὶ τῶν στυφόν-
-Z/13/924/15	των φαρμάκων τοῖς ἐπισπαστικοῖς προσέμιξαν εὐλαβούμενοι 
-Z/13/924/16	τὸ γιγνόμενον, ἐφ' ὧν ἔσται περιουσία χυμῶν. ἕλκουσι γὰρ 
-Z/13/924/17	ἐνίοτε πλέον ἢ προσῆκεν, ὡς μὴ μόνον ἐκ τῶν κατὰ τὸ 
-Z/13/924/18	θεραπευόμενον μέρος ἐν βάθει τὴν ὁλκὴν, ἀλλὰ κᾀκ τῶν  
-Z/13/925/1	πέριξ ἁπάντων ποιεῖσθαι. λέλεκται δέ μοι καὶ πρόσθεν ἐν 
-Z/13/925/2	τῷ τῶν σαρκωτικῶν δυνάμεων λόγῳ τὰς ἐπισπαστικάς τε 
-Z/13/925/3	καὶ διαφορητικὰς, ὥσπερ γε καὶ τὰς ἐπὶ μᾶλλον ἢ χρὴ ῥυ-
-Z/13/925/4	πτούσας ἁπάσας, γίγνεσθαι σαρκωτικὰς μίξει κηρωτῆς, ἐφ' 
-Z/13/925/5	ὧν μὲν ἡ δύναμις ἰσχυρὰ πλέονος, ἐφ' ὧν δὲ ἀσθενὴς ἐλάτ-
-Z/13/925/6	τονος. ἐὰν δὲ φθάσῃ τὸ σύνθετον ἐπισπαστικὸν ἢ διαφορη-
-Z/13/925/7	τικὸν φάρμακον ἔχειν τι καὶ στυπτικὸν, οὐ χρὴ τῷ τοιούτῳ 
-Z/13/925/8	φαρμάκῳ χρῆσθαι σαρκωτικῷ, διὰ τὸ τὰς στυπτικὰς δυνά-
-Z/13/925/9	μεις εἰς μὲν τὰς κολλήσεις τῶν τραυμάτων τε καὶ κόλπων 
-Z/13/925/10	καὶ τὰς ἐπουλώσεις τῶν ἑλκῶν εἶναι χρησίμους, εἰς δὲ τὰς 
-Z/13/925/11	σαρκώσεις ἀχρήστους. εἴρηται γὰρ ἱκανῶς ἡμῖν ἤδη περὶ 
-Z/13/925/12	τούτου. 
-Z/13/925/13	  [Αἱ ὑπ' Ἀνδρομάχου γεγραμμέναι διαφο-
-Z/13/925/14	ρητικαί τε καὶ ἐπισπαστικαί. ἁλυκὴ πρὸς πολλά.] ♃ Ἁλῶν 
-Z/13/925/15	κοινῶν λίτρας δʹ. λεπίδος χαλκοῦ γο δʹ. μάγματος λίτρας 𐅶ʹʹ. 
-Z/13/925/16	μάννης λίτραν αʹ. κηροῦ λίτρας ιδʹ. κυπρίνου ἐλαίου λί-
-Z/13/925/17	τρας ιστʹ. ὄξος. ἄλλη Θευδᾶ σαρκοφάγου πρὸς κακοήθη, 
-Z/13/925/18	σύριγγας, τερηδόνας, χοιράδας. ♃ ῥητίνης τερμινθίνης γο δʹ.  
-Z/13/926/1	λιβάνου γο δʹ. κηροῦ γο δʹ. λιθαργύρου γο αʹ. οἱ δὲ ἀρ-
-Z/13/926/2	σενικοῦ ἴσον ἀντὶ τῆς λιθαργύρου, λεπίδος ἐρυθρᾶς 
-Z/13/926/3	γο δʹ. ἰοῦ ξυστοῦ γο ηʹ. ἁλὸς ἀμμωνιακοῦ γο στʹ. ὄξους 
-Z/13/926/4	κοτύλην αʹ. ἐγὼ πλέον ἐλαίου κοτύλην αʹ. οἴνου κοτύλην αʹ. 
-Z/13/926/5	ὄξους σκιλλητικοῦ κοτύλην. ἄλλη διαφορητικὴ Κανδίδου ᾗ 
-Z/13/926/6	χρῶμαι. ♃ τερμινθίνης λίτρας γʹ. κηροῦ λίτραν νʹ. χαλβά-
-Z/13/926/7	νης οὐγγίας βʹ. νίτρου οὐγγίας βʹ. Ἀσίου οὐγγίας βʹ. λιβά-
-Z/13/926/8	νου λίτρας δʹ. μυελοῦ ἐλαφείου γο δʹ. ἀμμωνιακοῦ θυμιά-
-Z/13/926/9	ματος λίτρας 𐅶ʹʹ. προπόλεως οὐγγίας γʹ. ἐλαίου δαφνείου 
-Z/13/926/10	οὐγγίας στʹ. στέατος ταυρείου λίτρας ἥμισυ, τὰ ξηρὰ κατὰ 
-Z/13/926/11	τῶν τηκτῶν. ἄλλη πρὸς χοιράδας παρὰ Νυμφοδότου. ♃ 
-Z/13/926/12	Ἀσίου λίθου 𐅻 ηʹ. ἀφρονίτρου 𐅻 ηʹ. ἀσβέστου 𐅻 ιστʹ. 
-Z/13/926/13	στέατος μοσχείου 𐅻 ιστʹ. κηροῦ 𐅻 κδʹ. τερμινθίνης 𐅻 λβʹ. 
