
[0057]  [009]  []  []

-Z/1/509/t1	    {ΓΑΛΗΝΟΥ ΠΕΡΙ ΚΡΑΣΕΩΝ} 
-Z/1/672/5	λογον οὐδὲν οὔτ' αὐτὰ πάσχειν οὔτε τοῖς σώμασιν ἡμῶν 
-Z/1/672/6	ἐναπεργάζεσθαι δοκεῖ. θερμῷ γὰρ σώματι πλησιάσαντα καί 
-Z/1/672/7	τινα ῥοπὴν ἀλλοιώσεως ἐντεῦθεν λαβόντα τὰ μὲν εἰς ἐσχά-
-Z/1/672/8	την ἀφικνεῖται θερμότητα, τὰ δ' εἰς σηπεδόνα. διατίθησιν 
-Z/1/672/9	οὖν εἰκότως καὶ τὰ τῶν ζῴων σώματα κατὰ τὴν ἑαυτῶν 
-Z/1/672/10	διάθεσιν. ὅσα δὲ ψύχει [τὸ σῶμα], κἂν θερμήνας αὐτὰ 
-Z/1/672/11	προσενέγκῃς, ἀπορίαν οὐ σμικρὰν ἐπιφέρει, τίνος ποτὲ φύ-
-Z/1/672/12	σεώς ἐστιν. εἰ γὰρ ἅπαξ ἐνεργείᾳ θερμὰ γέγονε, τί οὐ θερ-
-Z/1/672/13	μαίνει τὸ ζῷον; ἢ εἰ μήπω τεθέρμανται, πῶς φαίνεται 
-Z/1/672/14	θερμά; λύσις δὲ τῆς ἀπορίας, εἰ διορισθείη τὸ καθ' αὑτὸ 
-Z/1/672/15	ψυχρὸν τοῦ κατὰ συμβεβηκός, ὡς Ἀριστοτέλης ἐδίδαξεν. 
-Z/1/672/16	ἀπόλλυται γὰρ ἐν τάχει τῶν κατὰ συμβεβηκὸς θερμῶν ἡ 
-Z/1/673/1	ἐπίκτητος διάθεσις, ὥστ' εἰς τὴν ἀρχαίαν αὐτὰ | φύσιν 
-Z/1/673/2	ἐπανέρχεσθαι ῥᾳδίως. ἐν δὲ τῷ πλησιάζειν ἡμῖν τὰ φύσει 
-Z/1/673/3	μὲν ψυχρά, κατὰ συμβεβηκὸς δὲ θερμά, δύο ταῦτ' ἐξ ἀνάγ-
-Z/1/673/4	κης γίγνεται· τὸ μὲν ἐπίκτητον αὐτῶν ἀπόλλυται θερμόν, 
-Z/1/673/5	ἡ δ' οἰκεία κρᾶσις οὐδὲν ὑπὸ τῆς ἡμετέρας πάσχουσα μένει 
-Z/1/673/6	ψυχρά. καὶ τί θαυμαστόν, εἰ μήκωνος ὀπὸς ἢ μανδραγόρας 
-Z/1/673/7	ἢ κώνειον ἤ τι τῶν τοιούτων, εἰ καὶ θερμανθέντα προσεν-
-Z/1/673/8	εχθείη, μικρὸν ὕστερον γίγνεται ψυχρά, πτισάνης καὶ γά-
-Z/1/673/9	λακτος καὶ χόνδρου καὶ ἄρτου ταὐτὸν τούτοις πασχόντων, 
-Z/1/673/10	ἐπειδὰν εἰς ἄρρωστον ἐμπεσόντα γαστέρα μὴ κρατηθῇ πρὸς 
-Z/1/673/11	αὐτῆς. ἐμεῖται γοῦν πολλάκις ἱκανῶς ψυχρά. καὶ τό γε 
[0057]  [009]  []  []

-Z/1/673/12	τούτου μεῖζον, ὃ δὴ καὶ Ἱπποκράτης ἐπεσημήνατο, καίτοι 
-Z/1/673/13	χυμὸς ὂν ἤδη τὸ φλέγμα κἀκ τῶν σιτίων τῶν μὴ πεφθέντων  
-Z/1/673/14	ἐν τῇ γαστρὶ γεννώμενον ὅμως ψυχρὸν ἁπτομένοις φαίνεται 
-Z/1/673/15	οὐ μόνον ἐν τῇ γαστρὶ συστὰν ἀλλὰ κἀκ τῶν φλεβῶν αὐ-
-Z/1/673/16	τῶν ὑπό τινος τῶν καθαιρόντων φαρμάκων ἑλχθέν. καίτοι 
-Z/1/673/17	γε γλισχρότατόν ἐστι φύσει καὶ βιαίως ἄγεται, ἀλλ' ὅμως 
-Z/1/674/1	οὐδ' ἡ βία τῆς | ὁλκῆς ἐκθερμαίνειν αὐτὸ δύναται. τί οὖν 
-Z/1/674/2	θαυμαστόν, εἰ καὶ τὸ μηκώνιον, οὕτως ἐναντίον ἡμῶν τῇ 
-Z/1/674/3	φύσει φάρμακον, ἀποψύχεται μὲν αὐτίκα μάλα, κἂν θερμὸν 
-Z/1/674/4	ποθῇ, συγκαταψύχει δ' ἑαυτῷ τὸ σῶμα; τὴν μὲν γὰρ ἐπί-
-Z/1/674/5	κτητον οὐ φυλάττει θερμασίαν, ὅτι φύσει ψυχρὸν ἦν· τῷ 
-Z/1/674/6	δὲ μηδ' ἀλλοιοῦσθαι τὴν οὐσίαν αὐτοῦ πρὸς ἡμῶν ἀλλὰ 
-Z/1/674/7	μᾶλλον ἀλλοιοῦν τε καὶ μεταβάλλειν ἡμᾶς οὔτ' ἐκθερμαίνεταί 
-Z/1/674/8	που πρὸς ἡμῶν αὐτό τε διατίθησιν ἡμᾶς καθ' ἑαυτό· ψυ-
-Z/1/674/9	χρὸν οὖν ὑπάρχον φύσει ψύχει δήπου καὶ ἡμᾶς· οὔκουν 
-Z/1/674/10	οὐκέτ' ἄπορον οὐδὲν ὑπόλοιπον ἐν τῷ λόγῳ. καὶ γὰρ δὴ 
-Z/1/674/11	καὶ ὅτι τούτων ἁπάντων τῶν φύσει ψυχρῶν ὅ τι ἂν ἐπὶ 
-Z/1/674/12	πλέον ἐκθερμήνῃς, ἐξίσταται τῆς ἰδίας φύσεως, πρὸς τῷ μη-
-Z/1/674/13	δὲν ἄπορον ἔχειν ἔτι καὶ μαρτυρεῖ τοῖς προειρημένοις. ὡς 
-Z/1/674/14	γὰρ καὶ ἡ σαλαμάνδρα μέχρι μέν τινος οὐδὲν ὑπὸ πυρὸς 
-Z/1/674/15	πάσχει, κατακαίεται δ', εἰ πλείονα χρόνον πλησιάσειεν, οὕτω 
-Z/1/674/16	καὶ μανδραγόρας καὶ κώνειον καὶ μηκώνιον καὶ ψύλλιον ἐπὶ 
-Z/1/674/17	βραχὺ μὲν ὁμιλήσαντα πυρὶ τὴν οἰκείαν ἔτι διαφυλάττει 
-Z/1/675/1	κρᾶσιν, ἐπὶ | πλέον δὲ θερμανθέντα διαφθείρεται παραχρῆμα 
-Z/1/675/2	καὶ δρᾶν οὐκέτ' οὐδὲν ὧν πρότερον ἐπεφύκει δύναται. 
-Z/1/675/3	  Τῶν μὲν δὴ τοιούτων ἁπάντων ἡ φύσις ἐναντιωτάτη  
-Z/1/675/4	τοῖς ἀνθρώποις ἐστί· φύσιν δ' ὅταν εἴπω, τὴν ὅλην οὐσίαν 
-Z/1/675/5	τε καὶ κρᾶσιν λέγω τὴν ἐκ τῶν πρώτων στοιχείων, θερμοῦ 
-Z/1/675/6	καὶ ψυχροῦ καὶ ξηροῦ καὶ ὑγροῦ· τῶν δέ γε τάχιστα τρε-
-Z/1/675/7	φόντων οἰκειοτάτη. τὰ δ' ἄλλα πάντα μεταξὺ τούτων ἐστί, 
-Z/1/675/8	τὰ μὲν μᾶλλον, τὰ δ' ἧττον δρᾶν καὶ πάσχειν ὑπὸ τοῦ 
-Z/1/675/9	σώματος ἡμῶν δυνάμενα, καστόριον μὲν καὶ πέπερι δρᾶν 
-Z/1/675/10	μᾶλλον ἢ πάσχειν [ὑπὸ τοῦ σώματος ἡμῶν δυνάμενα], οἶνος 
-Z/1/675/11	δὲ καὶ μέλι καὶ πτισάνη πάσχειν μᾶλλον ἢ δρᾶν. ἅπαντα 
-Z/1/675/12	γοῦν ταῦτα καὶ πάσχει τι καὶ δρᾷ περὶ τὸ σῶμα· καθ' ὅλου 
-Z/1/675/13	γὰρ ἐπειδὰν εἰς ταὐτὸν ἀλλήλοις ἥκοντα δύο σώματα δια-
-Z/1/675/14	μάχηταί τε καὶ στασιάζῃ πρὸς ἄλληλα περὶ τῆς ἀλλοιώσεως 
-Z/1/675/15	ἐν χρόνῳ πλείονι, δρᾶν καὶ πάσχειν ἑκάτερον αὐτῶν ἀναγ-
-Z/1/675/16	καῖόν ἐστιν. ἴσως δέ, κἂν μὴ πάνυ πολλῷ χρόνῳ γίγνηται 
-Z/1/675/17	τοῦτο, δρᾷ μέν τι καὶ τότε τὸ νικώμενον εἰς τὸ κρατοῦν, 
-Z/1/676/1	ἀλλ' οὕτω | σμικρὸν ὡς λανθάνειν τὴν αἴσθησιν. οὐδὲ γὰρ 
-Z/1/676/2	ὁ τμητικώτατος σίδηρος εἰ τὸν μαλακώτατον τέμνοι κηρὸν 
-Z/1/676/3	δι' ὅλης ἡμέρας καὶ νυκτός, δυνατὸν αὐτῷ μὴ οὐκ ἀμβλεῖ 
-Z/1/676/4	γενέσθαι σαφῶς. οὕτω δήπου κἀκεῖνο καλῶς εἰρῆσθαι δοκεῖ 
-Z/1/676/5	    Πέτρην κοιλαίνει ῥανὶς ὕδατος ἐνδελεχείῃ. 
-Z/1/676/6	καὶ γὰρ καὶ φαίνεται γιγνόμενον οὕτως· ἀλλ' ἐπὶ μιᾶς ἢ καὶ 
-Z/1/676/7	δευτέρας προσβολῆς οὐδὲν οὔπω σαφὲς ἐν τοῖς τοιούτοις 
-Z/1/676/8	ἰδεῖν ἔστιν. ὅθεν οἶμαι καὶ τὸ μηδ' ὅλως πάσχειν ἔνια 
-Z/1/676/9	πρὸς τῶν ὁμιλούντων ἐδοξάσθη τισὶ καὶ συγχωρητέον γε 
-Z/1/676/10	τοῖς οὕτω λέγουσι πολλάκις καὶ αὐτοὺς ὁμοίως ἐκείνοις 
-Z/1/676/11	λεκτέον ἐστὶ τὰ πολλὰ, πλὴν εἴ ποτε μέχρι τῆς ἐσχάτης 
-Z/1/676/12	ἀκριβείας ἀνάγοιμεν τὸν λόγον, ὥσπερ ἐν τῷ παρόντι ποι-
-Z/1/676/13	οῦμεν. οὕτως οὖν καὶ τὸ τῆς ἀειπαθείας δόγμα τῷ λόγῳ 
-Z/1/676/14	μὲν αὐτῷ μόνῳ σκοποῦσιν ἰσχυρὰν ἔχει τὴν ἀπόδειξιν. οὐ  
-Z/1/676/15	μὴν χρεία γ' αὐτοῦ τίς ἐστιν πρὸς τὰς κατὰ μέρος πράξεις. 
-Z/1/677/1	ἂν γὰρ οὕτω σμικρά τινα περὶ ἡμᾶς ᾖ | πάθη διὰ παντός, 
-Z/1/677/2	ὡς μηδεμίαν αἰσθητὴν καὶ σαφῆ βλάβην ἐνεργείας ἐργά-
-Z/1/677/3	ζεσθαι μηδεμιᾶς, εὐκαταφρόνητα δήπουθέν ἐστι καὶ τῷ μηδ' 
-Z/1/677/4	εἶναι φάσκοντι τὰ τοιαῦτα συγχωρητέον. οὕτως οὖν ἔχει 
-Z/1/677/5	κἀπὶ τῶν τρεφόντων ὀλίγου δεῖν ἁπάντων. ἐργάζεται μὲν 
-Z/1/677/6	γάρ τι καὶ αὐτὰ περὶ τὸ σῶμα τῶν ἀνθρώπων, ἀλλ' οὐκ 
-Z/1/677/7	αἰσθητὸν οὐδὲ σαφὲς εἰσάπαξ. ἡ μέντοι πολυχρόνιος αὐ-
-Z/1/677/8	τῶν προσφορὰ μεγάλως ἀλλοιοῖ καὶ μεταβάλλει σαφῶς ἤδη 
-Z/1/677/9	τὰ σώματα. ἔνια μέν γε καὶ κατὰ τὴν πρώτην χρῆσιν εὐθὺς 
-Z/1/677/10	ἐναργῶς ἐνδείκνυται τὴν ἀλλοίωσιν, οἷον καὶ ἡ θριδακίνη 
-Z/1/677/11	τοὺς μὲν ἐγκαιομένους τὴν γαστέρα σαφῶς ἐμψύχουσά τε 
-Z/1/677/12	καὶ ἀδίψους ἐργαζομένη, τοὺς δὲ κατεψυγμένους ἐναργῶς 
-Z/1/677/13	βλάπτουσα. συντελεῖ δ' οὐ σμικρὰ καὶ τοῖς ὕπνοις οὐ κατ' 
-Z/1/677/14	ἄλλον τινὰ λόγον, ἀλλ' ἢ ὅτι ψυχρά τ' ἐστὶ καὶ ὑγρὰ τὴν 
-Z/1/677/15	κρᾶσιν, ἀλλ' οὕτω ψυχρὰ καὶ ὑγρὰ πρὸς ἄνθρωπόν τε καὶ 
-Z/1/677/16	τἆλλ' ὅσα τρέφειν πέφυκεν ὡς καὶ τὰ ξύλα τὰ χλωρὰ πρὸς 
-Z/1/677/17	τὸ πῦρ. ὥστ' εὐλόγως ἄμφω τοῖς τοιούτοις ἐδέσμασιν ὑπ-
-Z/1/678/1	άρχει | τό θ' ὡς φαρμάκοις διατιθέναι τὰ σώμαθ' ἡμῶν καὶ 
-Z/1/678/2	τὸ τρέφειν, παρ' ὅλον μὲν τὸν χρόνον τῆς πέψεως ὡς φαρ-
-Z/1/678/3	μάκοις· ἡνίκα δ' ἤδη τρέφει τε καὶ τελέως ὁμοιοῦται, τότ' 
-Z/1/678/4	οὐκέτ' οὐδὲν ἡμᾶς ἀντιδρῶντα τὴν ἔμφυτον αὔξει θερμασίαν, 
-Z/1/678/5	ὡς καὶ πρόσθεν εἴρηται. κοινὸν γὰρ δὴ τοῦτο τῶν τρεφόν-
-Z/1/678/6	των ἁπάντων ἐστὶ καὶ οὐ χρὴ θαυμάζειν, εἴ τι, πρὶν μὲν 
-Z/1/678/7	ἐξομοιοῦσθαι καὶ τρέφειν, ἔτι πεττόμενον ἔψυξεν, ἐξομοιωθὲν 
-Z/1/678/8	δὲ καὶ θρέψαν ἐθέρμηνε, μεμνημένους ἀεὶ τοῦ τῶν χλωρῶν 
-Z/1/678/9	ξύλων παραδείγματος. ὥστε καὶ ἡ χρεία τῶν τοιούτων ἁπάν-
-Z/1/678/10	των διττὴ τοῖς ἰατροῖς ἐστι καὶ ὡς σιτίων καὶ ὡς φαρμάκων. 
-Z/1/678/11	φέρε γὰρ ὑπηλλάχθαι τινὶ τὴν ἀρίστην ἐν τῇ γαστρὶ κρᾶσιν  
-Z/1/678/12	ἐπὶ τὸ θερμότερον. οὗτος ἄχρι μὲν οὗ πέττει τὴν θριδακί-
-Z/1/678/13	νην, ἐμψυχθήσεται καὶ συμμετρίαν κτήσεται κράσεως· ἐπει-
-Z/1/678/14	δὰν δ' ἐξ αὐτῆς ἤδη τρέφηται, τὴν οὐσίαν αὐξήσει τῆς ἐμ-
-Z/1/678/15	φύτου θερμασίας. 
-Z/1/678/16	  Ἐν τούτῳ δὴ καὶ μάλιστα δοκοῦσί μοι παραλογίζεσθαι 
-Z/1/678/17	σφᾶς αὐτοὺς οἱ πολλοὶ τῶν νεωτέρων ἰατρῶν ἀγνοοῦντες, 
-Z/1/679/1	ὡς ἐνίοτε μὲν ἡ ποιότης | ἐπιτείνεται τῆς ἐν ἡμῖν θερ-
-Z/1/679/2	μασίας, ἐνίοτε δ' ἡ οὐσία παραύξεται καὶ ὡς ἑκατέρως οἱ 
-Z/1/679/3	παλαιοὶ θερμότερον γεγονέναι φασὶ τὸ ζῷον. καὶ γὰρ καὶ 
-Z/1/679/4	γίγνεται θερμότερον, ἄν τ' ἐπιτείνῃς αὐτοῦ τὴν θερμασίαν 
-Z/1/679/5	ἄν τ' αὐξήσῃς τὴν οὐσίαν, ἐν ᾗ πρώτῃ περιέχεται. φέρε 
-Z/1/679/6	γὰρ εἶναι τὸ αἷμα τὸ ἐν τῷ σώματι τοῦ ζῴου καθ' ἑαυτὸ 
-Z/1/679/7	θερμὸν ἢ καὶ νὴ Δία, εἰ βούλει, τὴν ξανθὴν χολήν, 
-Z/1/679/8	ἅπαντα δὲ τἆλλα κατὰ συμβεβηκὸς ὑπάρχειν θερμὰ τῷ τού-
-Z/1/679/9	των μετέχειν. ἆρ' οὐκ ἀναγκαῖον ἔσται διττῶς γίγνεσθαι 
-Z/1/679/10	θερμότερον τὸ ζῷον ἤτοι τῷ πλείονας ἐπικτήσασθαι τοὺς 
-Z/1/679/11	θερμοὺς χυμοὺς ἢ τῷ θερμοτέρους ἔχειν ἢ πρότερον; ἐμοὶ 
-Z/1/679/12	μὲν καὶ πάνυ φαίνεται. κατὰ δὲ τὸν αὐτὸν οἶμαι τρόπον 
-Z/1/679/13	καὶ ψυχρότερον ἔσται διττῶς ἢ τῷ πλείονας ὑποτραφῆναι 
-Z/1/679/14	τοὺς ψυχροὺς χυμούς, οἷον τό τε φλέγμα καὶ τὴν μέλαιναν 
-Z/1/679/15	χολὴν ἢ τῷ τῆς αὐτῆς ἁπάντων μενούσης συμμετρίας ὑπαλ-
-Z/1/679/16	λαχθῆναι μόνην τὴν ποιότητα. τί δὴ οὖν θαυμαστόν, ἄχρι 
-Z/1/679/17	μὲν ἂν πέττηται τὸ ψυχρὸν τῇ φύσει σιτίον, οἷον ἀνδράχνη 
-Z/1/679/18	τε καὶ θριδακίνη, ψυχρᾶς ποιότητος ἀναπίμπλασθαι τὸ σῶμα, 
-Z/1/680/1	πεφθέντων δ' ἀκριβῶς | καὶ γενομένων αἵματος χρηστοῦ θερ-
-Z/1/680/2	μότερον αὖθις ἑαυτοῦ γίγνεσθαι τὸ σῶμα τῇ τοῦ θερμοῦ 
-Z/1/680/3	χυμοῦ γενέσει; καὶ μὴν εἰ μηδὲν τούτων μήτ' ἀδύνατόν 
-Z/1/680/4	ἐστι μήτε θαυμαστὸν ἔτι, παυσάσθωσαν οἱ μὴ συγχωροῦντες 
-Z/1/680/5	ἓν καὶ ταὐτὸν ἔδεσμα καὶ τὴν ὡς τροφῆς καὶ τὴν ὡς φαρ-
-Z/1/680/6	μάκου χρείαν τῷ ζῴῳ παρέχειν. ὡς γὰρ εἰ καὶ μηδ' ὅλως  
-Z/1/680/7	ἐπέφθη, διὰ παντὸς ἂν ἐφυλάχθη φάρμακον, οὕτω πεφθὲν 
-Z/1/680/8	ἄμφω γίγνεται. φέρε γὰρ μηδ' ὅλως πεφθῆναι τὴν θρι-
-Z/1/680/9	δακίνην ἢ νὴ Δία τὸν χυλὸν αὐτῆς, ἐπειδὴ καὶ παραπλήσια 
-Z/1/680/10	τῷ τῆς μήκωνος ὀπῷ δρᾷ τὸν ἄνθρωπον, εἰ πάμπολυς 
-Z/1/680/11	ληφθείη, ἆρ' οὖν οὐ φάρμακον ἔσται τηνικαῦτα μόνον, ἄλλο 
-Z/1/680/12	δ' οὐδέν; οὐκ οἶμαί τινα περί γε τούτου διαμφισβητήσειν· 
-Z/1/680/13	ὥστ' ἔχει πάντως καὶ τὴν τοῦ φαρμάκου δύναμιν ἡ θρι-
-Z/1/680/14	δακίνη. ἀλλὰ μὴν εἶχε καὶ τὴν τῆς τροφῆς· ἔθρεψε γὰρ 
[0057]  [009]  []  []

-Z/1/680/15	πολλάκις· ὥστ' ἀμφοτέρας μὲν ἅμα τὰς δυνάμεις ἐν ἑαυτῇ 
-Z/1/680/16	περιέχει, δείκνυσι δ' οὐχ ὁμοίως ἀμφοτέρας, ἀλλ' ἐπειδὰν μὲν 
-Z/1/680/17	αὐτὴ πλέον ἐνεργῇ περὶ τὸν ἄνθρωπον ἢ πάσχῃ, τὴν ὡς 
-Z/1/681/1	φαρμάκου μᾶλλον | ἐπιδείκνυται δύναμιν, ἐπειδὰν δὲ πάσχῃ 
-Z/1/681/2	πλέον ἢ ποιῇ, τὴν ὡς σιτίου. καὶ τί θαυμαστόν, εἰ τῇ 
-Z/1/681/3	θριδακίνῃ καὶ δρᾶν καὶ πάσχειν συμβέβηκεν, ὅπου γε καὶ 
-Z/1/681/4	τῷ ξίφει, καθότι καὶ μικρὸν ἔμπροσθεν ἐλέγετο, μὴ μόνον 
-Z/1/681/5	δρᾶν εἰς τὸν κηρὸν ἀλλὰ καὶ πάσχειν ὑπάρχει. τῷ δ' εἶναι 
-Z/1/681/6	πολὺ πλέον ὃ πέφυκε δρᾶν τοῦ πάσχειν λανθάνει θάτερον. 
-Z/1/681/7	ἀλλ' εἰ σκληρότατον αὐτῷ παραβάλλοις σίδηρον, ἔμπαλίν σοι 
