
[0086]  [035]  [Pol]  []

-Z//1252a/t	                {ΠΟΛΙΤΙΚΩΝ Α} 
-Z//1324a/4	νει μὴ πειθόμενος. 
-Z//1324a/5	  Πότερον δὲ τὴν εὐδαιμονίαν τὴν αὐτὴν εἶναι φατέον 
-Z//1324a/6	ἑνός τε ἑκάστου τῶν ἀνθρώπων καὶ πόλεως ἢ μὴ τὴν αὐτήν, 
-Z//1324a/7	λοιπόν ἐστιν εἰπεῖν. φανερὸν δὲ καὶ τοῦτο. πάντες γὰρ ἂν 
-Z//1324a/8	ὁμολογήσειαν εἶναι τὴν αὐτήν. ὅσοι γὰρ ἐν πλούτῳ τὸ ζῆν 
-Z//1324a/9	εὖ τίθενται ἐφ' ἑνός, οὗτοι καὶ τὴν πόλιν ὅλην, ἐὰν ᾖ πλου-
-Z//1324a/10	σία, μακαρίζουσιν· ὅσοι τε τὸν τυραννικὸν βίον μάλιστα τιμῶ-
-Z//1324a/11	σιν, οὗτοι καὶ πόλιν τὴν πλείστων ἄρχουσαν εὐδαιμονεστά-
-Z//1324a/12	την ἂν εἶναι φαῖεν· εἴ τέ τις τὸν ἕνα δι' ἀρετὴν ἀποδέχεται, 
-Z//1324a/13	καὶ πόλιν εὐδαιμονεστέραν φήσει τὴν σπουδαιοτέραν. ἀλλὰ 
-Z//1324a/14	ταῦτ' ἤδη δύο ἐστὶν ἃ δεῖται σκέψεως, ἓν μὲν πότερος αἱρε-
-Z//1324a/15	τώτερος βίος, ὁ διὰ τοῦ συμπολιτεύεσθαι καὶ κοινωνεῖν πό-
-Z//1324a/16	λεως ἢ μᾶλλον ὁ ξενικὸς καὶ τῆς πολιτικῆς κοινωνίας ἀπο-
-Z//1324a/17	λελυμένος, ἔτι δὲ τίνα πολιτείαν θετέον καὶ ποίαν διάθεσιν 
-Z//1324a/18	πόλεως ἀρίστην, εἴτε πᾶσιν ὄντος αἱρετοῦ 〈τοῦ〉 κοινωνεῖν πό-
-Z//1324a/19	λεως εἴτε καὶ τισὶ μὲν μὴ τοῖς δὲ πλείστοις. ἐπεὶ δὲ τῆς πολι-
-Z//1324a/20	τικῆς διανοίας καὶ θεωρίας τοῦτ' ἐστὶν ἔργον, ἀλλ' οὐ τὸ περὶ 
-Z//1324a/21	ἕκαστον αἱρετόν, ἡμεῖς δὲ ταύτην προῃρήμεθα νῦν τὴν σκέ-
-Z//1324a/22	ψιν, ἐκεῖνο μὲν πάρεργον ἂν εἴη, τοῦτο δὲ ἔργον τῆς μεθόδου 
-Z//1324a/23	ταύτης. ὅτι μὲν οὖν ἀναγκαῖον εἶναι πολιτείαν ἀρίστην ταύ-
-Z//1324a/24	την 〈τὴν〉 τάξιν καθ' ἣν κἂν ὁστισοῦν ἄριστα πράττοι καὶ ζῴη 
-Z//1324a/25	μακαρίως, φανερόν ἐστιν· ἀμφισβητεῖται δὲ παρ' αὐτῶν τῶν 
-Z//1324a/26	ὁμολογούντων τὸν μετ' ἀρετῆς εἶναι βίον αἱρετώτατον πό-
-Z//1324a/27	τερον ὁ πολιτικὸς καὶ πρακτικὸς βίος αἱρετὸς ἢ μᾶλλον ὁ  
-Z//1324a/28	πάντων τῶν ἐκτὸς ἀπολελυμένος, οἷον θεωρητικός τις, ὃν 
-Z//1324a/29	μόνον τινές φασιν εἶναι φιλοσόφου. σχεδὸν γὰρ τούτους τοὺς 
-Z//1324a/30	δύο βίους τῶν ἀνθρώπων οἱ φιλοτιμότατοι πρὸς ἀρετὴν φαί-
-Z//1324a/31	νονται προαιρούμενοι, καὶ τῶν προτέρων καὶ τῶν νῦν· λέγω 
-Z//1324a/32	δὲ δύο τόν τε πολιτικὸν καὶ τὸν φιλόσοφον. διαφέρει δὲ οὐ 
-Z//1324a/33	μικρὸν ποτέρως ἔχει τὸ ἀληθές· ἀνάγκη γὰρ τόν γε εὖ 
-Z//1324a/34	φρονοῦντα πρὸς τὸν βελτίω σκοπὸν συντάττεσθαι, καὶ τῶν 
-Z//1324a/35	ἀνθρώπων ἕκαστον καὶ κοινῇ τὴν πολιτείαν. νομίζουσι δ' οἱ 
-Z//1324a/36	μὲν τὸ τῶν πέλας ἄρχειν δεσποτικῶς μὲν γιγνόμενον μετ' 
-Z//1324a/37	ἀδικίας τινὸς εἶναι τῆς μεγίστης, πολιτικῶς δὲ τὸ μὲν ἄδικον 
-Z//1324a/38	οὐκ ἔχειν, ἐμπόδιον δὲ ἔχειν τῇ περὶ αὐτὸν εὐημερίᾳ· τούτων 
-Z//1324a/39	δ' ὥσπερ ἐξ ἐναντίας ἕτεροι τυγχάνουσι δοξάζοντες· μόνον 
-Z//1324a/40	γὰρ ἀνδρὸς τὸν πρακτικὸν εἶναι βίον καὶ πολιτικόν· ἀφ' 
-Z//1324a/41	ἑκάστης γὰρ ἀρετῆς οὐκ εἶναι πράξεις μᾶλλον τοῖς ἰδιώταις 
-Z//1324b/1	ἢ τοῖς τὰ κοινὰ πράττουσι καὶ πολιτευομένοις. οἱ μὲν οὖν 
-Z//1324b/2	οὕτως ὑπολαμβάνουσιν, οἱ δὲ τὸν δεσποτικὸν καὶ τυραννικὸν 
-Z//1324b/3	τρόπον τῆς πολιτείας εἶναι μόνον εὐδαίμονά φασιν. παρ' 
-Z//1324b/4	ἐνίοις δ' οὗτος καὶ τῶν νόμων καὶ τῆς πολιτείας ὅρος, ὅπως δε-
-Z//1324b/5	σπόζωσι τῶν πέλας. διὸ καὶ τῶν πλείστων νομίμων χύδην 
-Z//1324b/6	ὡς εἰπεῖν κειμένων παρὰ τοῖς πλείστοις, ὅμως εἴ πού τι πρὸς 
-Z//1324b/7	ἓν οἱ νόμοι βλέπουσι, τοῦ κρατεῖν στοχάζονται πάντες, ὥσπερ 
-Z//1324b/8	ἐν Λακεδαίμονι καὶ Κρήτῃ πρὸς τοὺς πολέμους συντέτακται 
-Z//1324b/9	σχεδὸν ἥ τε παιδεία καὶ τὸ τῶν νόμων πλῆθος· ἔτι δ' ἐν 
-Z//1324b/10	τοῖς ἔθνεσι πᾶσι τοῖς δυναμένοις πλεονεκτεῖν ἡ τοιαύτη τετί-
-Z//1324b/11	μηται δύναμις, οἷον ἐν Σκύθαις καὶ Πέρσαις καὶ Θρᾳξὶ 
-Z//1324b/12	καὶ Κελτοῖς. ἐν ἐνίοις γὰρ καὶ νόμοι τινές εἰσι παροξύνον-
-Z//1324b/13	τες πρὸς τὴν ἀρετὴν ταύτην, καθάπερ ἐν Καρχηδόνι φασὶ 
-Z//1324b/14	τὸν ἐκ τῶν κρίκων κόσμον λαμβάνειν ὅσας ἂν στρατεύσων- 
-Z//1324b/15	ται στρατείας· ἦν δέ ποτε καὶ περὶ Μακεδονίαν νόμος τὸν 
-Z//1324b/16	μηθένα ἀπεκταγκότα πολέμιον ἄνδρα περιεζῶσθαι τὴν φορ-
-Z//1324b/17	βειάν· ἐν δὲ Σκύθαις οὐκ ἐξῆν πίνειν ἐν ἑορτῇ τινι σκύφον 
-Z//1324b/18	περιφερόμενον τῷ μηθένα ἀπεκταγκότι πολέμιον· ἐν δὲ 
-Z//1324b/19	τοῖς Ἴβηρσιν, ἔθνει πολεμικῷ, τοσούτους τὸν ἀριθμὸν ὀβελί-
-Z//1324b/20	σκους καταπηγνύουσι περὶ τὸν τάφον ὅσους ἂν διαφθείρῃ τῶν 
-Z//1324b/21	πολεμίων· καὶ ἕτερα δὴ παρ' ἑτέροις ἔστι τοιαῦτα πολλά, 
-Z//1324b/22	τὰ μὲν νόμοις κατειλημμένα τὰ δὲ ἔθεσιν. 
-Z//1324b/22	                                          καίτοι δόξειεν 
-Z//1324b/23	ἂν ἄγαν ἄτοπον ἴσως εἶναι τοῖς βουλομένοις ἐπισκοπεῖν, εἰ 
-Z//1324b/24	τοῦτ' ἐστὶν ἔργον τοῦ πολιτικοῦ, τὸ δύνασθαι θεωρεῖν ὅπως ἄρχῃ 
-Z//1324b/25	καὶ δεσπόζῃ τῶν πλησίον, καὶ βουλομένων καὶ μὴ βουλομέ-
-Z//1324b/26	νων. πῶς γὰρ ἂν εἴη τοῦτο πολιτικὸν ἢ νομοθετικόν, ὅ γε 
-Z//1324b/27	μηδὲ νόμιμόν ἐστιν; οὐ νόμιμον δὲ τὸ μὴ μόνον δικαίως 
-Z//1324b/28	ἀλλὰ καὶ ἀδίκως ἄρχειν, κρατεῖν δ' ἔστι καὶ μὴ δικαίως. 
-Z//1324b/29	ἀλλὰ μὴν οὐδ' ἐν ταῖς ἄλλαις ἐπιστήμαις τοῦτο ὁρῶμεν· οὔτε 
-Z//1324b/30	γὰρ τοῦ ἰατροῦ οὔτε τοῦ κυβερνήτου ἔργον ἐστὶ τὸ ἢ πεῖσαι ἢ 
-Z//1324b/31	βιάσασθαι τοῦ μὲν τοὺς θεραπευομένους τοῦ δὲ τοὺς πλωτῆρας. 
-Z//1324b/32	ἀλλ' ἐοίκασιν οἱ πολλοὶ τὴν δεσποτικὴν πολιτικὴν οἴεσθαι 
-Z//1324b/33	εἶναι, καὶ ὅπερ αὑτοῖς ἕκαστοι οὔ φασιν εἶναι δίκαιον οὐδὲ 
-Z//1324b/34	συμφέρον, τοῦτ' οὐκ αἰσχύνονται πρὸς τοὺς ἄλλους ἀσκοῦντες· 
-Z//1324b/35	αὐτοὶ μὲν γὰρ παρ' αὑτοῖς τὸ δικαίως ἄρχειν ζητοῦσι, πρὸς 
-Z//1324b/36	δὲ τοὺς ἄλλους οὐδὲν μέλει τῶν δικαίων. ἄτοπον δὲ εἰ μὴ 
-Z//1324b/37	φύσει τὸ μὲν δεσποστόν ἐστι τὸ δὲ οὐ δεσποστόν, ὥστε εἴπερ 
-Z//1324b/38	ἔχει τὸν τρόπον τοῦτον, οὐ δεῖ πάντων πειρᾶσθαι δεσπόζειν, 
-Z//1324b/39	ἀλλὰ τῶν δεσποστῶν, ὥσπερ οὐδὲ θηρεύειν ἐπὶ θοίνην ἢ θυ-
-Z//1324b/40	σίαν ἀνθρώπους, ἀλλὰ τὸ πρὸς τοῦτο θηρευτόν· ἔστι δὲ θηρευ-
-Z//1324b/41	τὸν ὃ ἂν ἄγριον ᾖ ἐδεστὸν ζῷον. ἀλλὰ μὴν εἴη γ' ἂν καὶ 
-Z//1325a/1	καθ' ἑαυτὴν μία πόλις εὐδαίμων, ἣ πολιτεύεται δηλονότι  
-Z//1325a/2	καλῶς, εἴπερ ἐνδέχεται πόλιν οἰκεῖσθαί που καθ' ἑαυτὴν νό-
-Z//1325a/3	μοις χρωμένην σπουδαίοις, ἧς τῆς πολιτείας ἡ σύνταξις οὐ 
-Z//1325a/4	πρὸς πόλεμον οὐδὲ πρὸς τὸ κρατεῖν ἔσται τῶν πολεμίων· 
-Z//1325a/5	μηθὲν γὰρ ὑπαρχέτω τοιοῦτον. δῆλον ἄρα ὅτι πάσας τὰς 
-Z//1325a/6	πρὸς τὸν πόλεμον ἐπιμελείας καλὰς μὲν θετέον, οὐχ ὡς 
[0086]  [035]  [Pol]  []

-Z//1325a/7	τέλος δὲ πάντων ἀκρότατον, ἀλλ' ἐκείνου χάριν ταύτας. τοῦ 
-Z//1325a/8	δὲ νομοθέτου τοῦ σπουδαίου ἐστὶ τὸ θεάσασθαι πόλιν καὶ γένος 
-Z//1325a/9	ἀνθρώπων καὶ πᾶσαν ἄλλην κοινωνίαν, ζωῆς ἀγαθῆς πῶς 
-Z//1325a/10	μεθέξουσι καὶ τῆς ἐνδεχομένης αὐτοῖς εὐδαιμονίας. διοίσει 
-Z//1325a/11	μέντοι τῶν ταττομένων ἔνια νομίμων· καὶ τοῦτο τῆς νομο-
-Z//1325a/12	θετικῆς ἐστιν ἰδεῖν, ἐάν τινες ὑπάρχωσι γειτνιῶντες, ποῖα 
-Z//1325a/13	πρὸς ποίους ἀσκητέον καὶ πῶς τοῖς καθήκουσι πρὸς ἑκάστους 
-Z//1325a/14	χρηστέον. ἀλλὰ τοῦτο μὲν κἂν ὕστερον τύχοι τῆς προσηκούσης 
-Z//1325a/15	σκέψεως, πρὸς τί τέλος δεῖ τὴν ἀρίστην πολιτείαν συντείνειν· 
-Z//1325a/16	  πρὸς δὲ τοὺς ὁμολογοῦντας μὲν τὸν μετ' ἀρετῆς εἶναι 
-Z//1325a/17	βίον αἱρετώτατον, διαφερομένους δὲ περὶ τῆς χρήσεως αὐτοῦ, 
-Z//1325a/18	λεκτέον ἡμῖν πρὸς ἀμφοτέρους αὐτούς (οἱ μὲν γὰρ ἀποδοκι-
-Z//1325a/19	μάζουσι τὰς πολιτικὰς ἀρχάς, νομίζοντες τόν τε τοῦ ἐλευθέρου 
-Z//1325a/20	βίον ἕτερόν τινα εἶναι τοῦ πολιτικοῦ καὶ πάντων αἱρετώτατον, 
-Z//1325a/21	οἱ δὲ τοῦτον ἄριστον· ἀδύνατον γὰρ τὸν μηθὲν πράττοντα 
-Z//1325a/22	πράττειν εὖ, τὴν δ' εὐπραγίαν καὶ τὴν εὐδαιμονίαν εἶναι 
-Z//1325a/23	ταὐτόν) ὅτι τὰ μὲν ἀμφότεροι λέγουσιν ὀρθῶς τὰ δὲ οὐκ 
-Z//1325a/24	ὀρθῶς, οἱ μὲν ὅτι ὁ τοῦ ἐλευθέρου βίος τοῦ δεσποτικοῦ ἀμείνων. 
-Z//1325a/25	τοῦτο γὰρ ἀληθές· οὐθὲν γὰρ τό γε δούλῳ ᾗ δοῦλος χρῆσθαι 
-Z//1325a/26	σεμνόν· ἡ γὰρ ἐπίταξις ἡ περὶ τῶν ἀναγκαίων οὐδενὸς μετ-
-Z//1325a/27	έχει τῶν καλῶν. τὸ μέντοι νομίζειν πᾶσαν ἀρχὴν εἶναι 
-Z//1325a/28	δεσποτείαν οὐκ ὀρθόν· οὐ γὰρ ἔλαττον διέστηκεν ἡ τῶν ἐλευ-
-Z//1325a/29	θέρων ἀρχὴ τῆς τῶν δούλων ἢ αὐτὸ τὸ φύσει ἐλεύθερον τοῦ 
-Z//1325a/30	φύσει δούλου. διώρισται δὲ περὶ αὐτῶν ἱκανῶς ἐν τοῖς πρώ- 
-Z//1325a/31	τοις λόγοις. τὸ δὲ μᾶλλον ἐπαινεῖν τὸ ἀπρακτεῖν τοῦ πράτ-
-Z//1325a/32	τειν οὐκ ἀληθές· ἡ γὰρ εὐδαιμονία πρᾶξίς ἐστιν, ἔτι δὲ πολ-
-Z//1325a/33	λῶν καὶ καλῶν τέλος ἔχουσιν αἱ τῶν δικαίων καὶ σωφρόνων 
-Z//1325a/34	πράξεις. 
-Z//1325a/34	        καίτοι τάχ' ἂν ὑπολάβοι τις τούτων οὕτω διωρι-
-Z//1325a/35	σμένων ὅτι τὸ κύριον εἶναι πάντων ἄριστον· οὕτω γὰρ ἂν 
-Z//1325a/36	πλείστων καὶ καλλίστων κύριος εἴη πράξεων. ὥστε οὐ δεῖ τὸν 
-Z//1325a/37	δυνάμενον ἄρχειν παριέναι τῷ πλησίον, ἀλλὰ μᾶλλον 
-Z//1325a/38	ἀφαιρεῖσθαι, καὶ μήτε πατέρα παίδων μήτε παῖδας πα-
-Z//1325a/39	τρὸς μήθ' ὅλως φίλον φίλου μηθένα ὑπόλογον 〈ἔχειν〉 μηδὲ 
-Z//1325a/40	πρὸς τοῦτο φροντίζειν· τὸ γὰρ ἄριστον αἱρετώτατον, τὸ δ' εὖ 
-Z//1325a/41	πράττειν ἄριστον. τοῦτο μὲν οὖν ἀληθῶς ἴσως λέγουσιν, εἴπερ 
-Z//1325b/1	ὑπάρξει τοῖς ἀποστεροῦσι καὶ βιαζομένοις τὸ τῶν ὄντων αἱρε-
-Z//1325b/2	τώτατον· ἀλλ' ἴσως οὐχ οἷόν τε ὑπάρχειν, ἀλλ' ὑποτίθενται 
-Z//1325b/3	τοῦτο ψεῦδος. οὐ γὰρ ἔτι καλὰς τὰς πράξεις ἐνδέχεται εἶναι 
-Z//1325b/4	τῷ μὴ διαφέροντι τοσοῦτον ὅσον ἀνὴρ γυναικὸς ἢ πατὴρ 
-Z//1325b/5	τέκνων ἢ δεσπότης δούλων· ὥστε ὁ παραβαίνων οὐθὲν ἂν τη-
-Z//1325b/6	λικοῦτον κατορθώσειεν ὕστερον ὅσον ἤδη παρεκβέβηκε τῆς 
-Z//1325b/7	ἀρετῆς. τοῖς γὰρ ὁμοίοις τὸ καλὸν καὶ τὸ δίκαιον ἐν τῷ 
-Z//1325b/8	〈ἐν〉 μέρει, τοῦτο γὰρ ἴσον καὶ ὅμοιον· τὸ δὲ μὴ ἴσον τοῖς ἴσοις 
-Z//1325b/9	καὶ τὸ μὴ ὅμοιον τοῖς ὁμοίοις παρὰ φύσιν, οὐδὲν δὲ τῶν 
-Z//1325b/10	παρὰ φύσιν καλόν. διὸ κἂν ἄλλος τις ᾖ κρείττων κατ' 
-Z//1325b/11	ἀρετὴν καὶ κατὰ δύναμιν τὴν πρακτικὴν τῶν ἀρίστων, τούτῳ 
-Z//1325b/12	καλὸν ἀκολουθεῖν καὶ τούτῳ πείθεσθαι δίκαιον. δεῖ δ' οὐ μό-
-Z//1325b/13	νον ἀρετὴν ἀλλὰ καὶ δύναμιν ὑπάρχειν, καθ' ἣν ἔσται πρα-
-Z//1325b/14	κτικός. ἀλλ' εἰ ταῦτα λέγεται καλῶς καὶ τὴν εὐδαιμονίαν 
-Z//1325b/15	εὐπραγίαν θετέον, καὶ κοινῇ πάσης πόλεως ἂν εἴη καὶ καθ' 
-Z//1325b/16	ἕκαστον ἄριστος βίος ὁ πρακτικός. ἀλλὰ τὸν πρακτικὸν οὐκ 
-Z//1325b/17	ἀναγκαῖον εἶναι πρὸς ἑτέρους, καθάπερ οἴονταί τινες, οὐδὲ τὰς  
-Z//1325b/18	διανοίας εἶναι μόνας ταύτας πρακτικάς, τὰς τῶν ἀποβαι-
