
[0057]  [036]  []  []

-Z/6/1/t	        {ΓΑΛΗΝΟΥ ΥΓΙΕΙΝΩΝ ΛΟΓΟϹ Α} 
-Z/6/336/6	νου μετέχουϲι δυνάμεωϲ. ἓν μὲν οὖν τοῦτο μέγιϲτον ἀγαθὸν ἐξ οἴνου 
-Z/6/336/7	τοῖϲ γέρουϲι περιγίνεται, τὸ θερμαίνεϲθαι πάντ' αὐτῶν τὰ μόρια, δεύ-
-Z/6/336/8	τερον δὲ τὸ δι' οὔρων καθαίρεϲθαι τὸν ὀρρὸν τοῦ αἵματοϲ. διὸ καὶ 
-Z/6/336/9	κάλλιϲτοϲ ἐπὶ γερόντων ὁ οἶνοϲ, ὃϲ ἂν ταῦτ' ἐργάζηται μάλιϲτα. τοι-
-Z/6/336/10	οῦτοϲ δ' ἐϲτὶν ὁ τῇ ϲυϲτάϲει μὲν λεπτόϲ (οὖρα γὰρ οὗτοι κινοῦϲι), τῇ 
-Z/6/336/11	χρόᾳ δὲ ξανθόϲ (ἴδιον γὰρ τοῦτο τῶν θερμῶν ἱκανῶϲ οἴνων τὸ χρῶ-
-Z/6/336/12	μα). διὸ κἂν πάνυ λευκοὶ κατ' ἀρχὰϲ ὦϲι, παλαιούμενοι προϲλαμβά-
-Z/6/336/13	νουϲί τινα ξανθότητα, δι' ἣν ὕπωχροι μὲν τὸ πρῶτον, ὕϲτερον δὲ τε-
-Z/6/336/14	λέωϲ ὠχροὶ γίνονται, κἂν ἐπὶ πλεῖϲτον ἥκωϲι χρόνου, τελευτῶντεϲ 
-Z/6/336/15	ὠχρόξανθοι φαίνονται· τελέωϲ γὰρ οὐχ οἷόν τε τοῖϲ λευκοῖϲ οἴνοιϲ 
-Z/6/337/1	γενέϲθαι | ξανθοῖϲ. ὅϲοι δὲ τῶν ὠχρῶν ἢ ξανθῶν οἴνων παχεῖϲ εἰϲιν, 
-Z/6/337/2	αἷμα γεννῶϲιν οὗτοι καὶ τρέφουϲι τὸ ϲῶμα· διὸ γένοιντ' ἄν ποτε καὶ 
-Z/6/337/3	αὐτοὶ χρήϲιμοι τοῖϲ γέρουϲι, καθ' ὃν δηλονότι χρόνον οὔτ' ὀρρῶδεϲ 
-Z/6/337/4	ὑγρὸν ἔχουϲιν ἐν ταῖϲ φλεψὶ καὶ δέονται θρέψεωϲ περιττοτέραϲ. ὡϲ 
-Z/6/337/5	ἐπὶ τὸ πολὺ δὲ τῶν οὐρητικῶν οἴνων χρῄζουϲιν οἱ τὴν ἡλικίαν ταύ-
-Z/6/337/6	την ἄγοντεϲ διὰ τὸ πλεονάζειν ἐν αὐτοῖϲ ὑδατῶδεϲ περίττωμα. τῶν 
-Z/6/337/7	δ' ἐπὶ πλέον ἐν τῇ γαϲτρὶ μενόντων οἴνων οὐδέποτ' οὐδεὶϲ οἰκεῖοϲ 
-Z/6/337/8	γέροντι. τοιοῦτοι δ' εἰϲὶν οἱ ἀπὸ τῆϲ Βιθυνίαϲ Ἀμιναῖοι καὶ τῶν ἀπὸ 
-Z/6/337/9	τῆϲ Ἰταλίαϲ ὁ Μάρϲοϲ καὶ Ϲιγνῖνοϲ καὶ Τιβουρτῖνοϲ, ἔϲτ' ἂν ὦϲι νέοι. 
-Z/6/337/10	ἀλλ' οὗτοι μὲν πάντεϲ λευκοί, μέλανεϲ δὲ ἄλλοι καὶ παχεῖϲ, ὅϲοι ϲτύ-
-Z/6/337/11	φουϲιν, ἐν τῇ γαϲτρὶ μένουϲι χρόνῳ πολλῷ καὶ κλύδωναϲ ἐργάζονται 
-Z/6/337/12	κατ' αὐτήν, ὥϲπερ ὁ ἐν Κιλικίᾳ μὲν Ἀβάτηϲ, ἐν Ἀϲίᾳ δὲ Αἰγεάτηϲ τε 
-Z/6/337/13	καὶ Περπερίνιοϲ. ὅϲοι δὲ χωρὶϲ τοῦ ϲτύφειν μέλανέϲ τέ εἰϲι καὶ πα-
-Z/6/337/14	χεῖϲ, οἷοϲ ὁ Ϲκυβελίτηϲ τε καὶ ὁ Θηραῖοϲ, ἧττον μὲν ἐν τῇ γαϲτρὶ 
-Z/6/337/15	μένουϲιν, οὔρηϲιν δὲ οὐδ' αὐτοὶ κινοῦϲιν, ἀλλ' ὑπέρχονται κάτω· διὸ  
-Z/6/338/1	καὶ προπίνου|ϲιν αὐτοὺϲ ἐδωδῆϲ ϲιτίων. ἀλλ' οὐδ' οὗτοι χρήϲιμοι τοῖϲ 
-Z/6/338/2	γέρουϲιν οὔτε προπίνειν οὔτε πολὺ μᾶλλον ἐν ἑτέρῳ καιρῷ προϲφέ-
-Z/6/338/3	ρεϲθαι, καθότι μηδ' ἄλλο μηδὲν τῷ γέροντι παχύχυμον· ἐμφράττεται 
-Z/6/338/4	γὰρ ἐξ αὐτῶν ἧπάρ τε καὶ ϲπλὴν καὶ νεφροί· κἀντεῦθεν οἱ μὲν ὑδε-
-Z/6/338/5	ριῶϲιν, οἱ δὲ λιθιῶϲι τῶν ἐπὶ πλέον αὐτοῖϲ χρηϲαμένων γερόντων. 
-Z/6/338/6	εἴπερ οὖν ἐθέλοι μετὰ τὸ λουτρὸν οἴνῳ γλυκεῖ χρήϲαϲθαι τῶν πρεϲβυ-
-Z/6/338/7	τέρων τιϲ, ἐδηδοκότι μὲν ἕωθεν αὐτῷ, καθότι τὸν Ἀντίοχον ἔφην 
-Z/6/338/8	πράττειν, ἄριϲτοϲ ὁ Φαυϲτιανὸϲ Φαλερῖνοϲ, ἐκείνου δ' ἀποροῦντι τῶν 
-Z/6/338/9	ὁμοίων τιϲ. ὅμοιοι δ' ἂν εἶεν οἱ γλυκεῖϲ τε ἅμα καὶ ὠχροὶ κατὰ χρόαν, 
-Z/6/338/10	ἐφεξῆϲ δὲ τούτοιϲ ὅ τε Θηρῆνοϲ καὶ ὁ Κυριῆνοϲ. οὐ κωλύω δὲ οὐδὲ 
-Z/6/338/11	τοῖϲ ἐϲκευαϲμένοιϲ διὰ μέλιτοϲ οἴνοιϲ χρῆϲθαι, καὶ μάλιϲθ' ὅϲοιϲ τῶν 
-Z/6/338/12	γερόντων ὑποψία τίϲ ἐϲτιν ἐν νεφροῖϲ λιθιδίων γενέϲεωϲ ἢ καὶ πο-
-Z/6/338/13	δάγρα τιϲ ἢ ἀρθρῖτιϲ ἐνοχλεῖ. τὸν δ' οἶνον ἐπὶ τῆϲ τοιαύτηϲ ϲυνθέ-
-Z/6/338/14	ϲεωϲ ἄριϲτον εἶναι Ϲαβῖνον ἤ τινα τῶν ὁμοίων. ἐπεμβάλλεται δὲ αὐτῷ 
-Z/6/338/15	καὶ πετροϲέλινον, καὶ μόνον ἀρκεῖ τοῦτο τοῖϲ ἀρθριτικοῖϲ. ἐπὶ δὲ τῶν 
-Z/6/339/1	λιθιώντων | καὶ τῆϲ βετονίκηϲ τι πόαϲ μίγνυται καὶ κέϲτρου τοῦ παρὰ 
-Z/6/339/2	τοῖϲ Κελτοῖϲ γεννωμένου· καλοῦϲι δὲ τὴν βοτάνην ταύτην ϲαξίφραγον. 
-Z/6/339/3	ἔνιοι δὲ περιεργότερον ϲκευάζοντεϲ τὸ φάρμακον ἐπεμβάλλουϲι καὶ 
-Z/6/339/4	ναρδοϲτάχυοϲ, εἰϲὶ δ' οἱ καὶ ἄλλων τινῶν οὔρηϲιν κινεῖν δυναμένων. 
-Z/6/339/5	ἀλλὰ τό γ' ἁπλοῦν πόμα δι' οἴνου καὶ μέλιτοϲ οἱ πολλοὶ ϲυντιθέαϲι, 
-Z/6/339/6	πηγάνου τε καὶ πεπέρεωϲ ἔχον ὀλίγον. εἰ δὲ καὶ προεδηδοκὼϲ εἴη 
[0057]  [036]  []  []

-Z/6/339/7	πρὶν λούϲαϲθαι καὶ ἡ γαϲτὴρ αὐτοῦ μηδεμιᾶϲ βοηθείαϲ χρῄζοι, τῶν 
-Z/6/339/8	λευκῶν καὶ ὀλιγοφόρων οἴνων πίνειν χρὴ μετὰ τὸ λουτρόν. ὅϲοι δὲ 
-Z/6/339/9	παχεῖϲ καὶ γλυκεῖϲ καὶ μέλανεϲ, ὡϲ ἐμφράττονταϲ τὰ ϲπλάγχνα τοὺϲ 
-Z/6/339/10	τοιούτουϲ ἅπανταϲ φεύγειν προϲήκει. 
-Z/6/339/11	  Ἀλλ' αἱ μὲν ἀπὸ τῶν οἴνων ἐμφράξειϲ μέτριαι, τὰϲ δ' ἀπὸ 
-Z/6/339/12	τῶν ἐδεϲμάτων, ὅϲα γλίϲχρον ἢ παχὺν ἐργάζεται χυμόν, οὐ ῥᾴδιον 
-Z/6/339/13	ἰᾶϲθαι. διόπερ οὐ χρὴ πλεονάζειν τοὺϲ γέρονταϲ οὔτε 〈ἐν〉 χόνδρων ἢ 
-Z/6/339/14	τυρῶν ἢ ὠῶν ἢ κοχλιῶν ἢ φακῆϲ ἢ βολβῶν ἢ χοιρείων κρεῶν ἐδωδῇ, | 
-Z/6/340/1	πολὺ δὴ μᾶλλον ἐν ταῖϲ τῶν ἐγχελύων ἢ ὀϲτρέων ἢ ὅλωϲ τῶν ϲκλη-
-Z/6/340/2	ρὰν καὶ δυϲκατέργαϲτον ἐχόντων τὴν ϲάρκα. διὰ τοῦτο οὖν οὐδὲ τῶν 
-Z/6/340/3	ὀϲτρακοδέρμων οὐδὲν ἢ ϲελαχίων ἢ θύνων ἢ ὅλωϲ τῶν κητωδῶν ἐπι-
-Z/6/340/4	τήδειον, ὥϲπερ οὖν οὐδὲ τῶν ἐκ τῆϲ γῆϲ φυομένων μυκήτων ἢ τῶν  
-Z/6/340/5	κρεῶν τῶν ἐλαφείων ἢ αἰγείων ἢ βοείων. καὶ ταῦτα μὲν οὐδ' ἄλλῳ 
-Z/6/340/6	τινὶ χρήϲιμα· προβάτεια δὲ νέοιϲ μέν ἐϲτιν οὐ φαῦλον ἔδεϲμα, γέρουϲι 
-Z/6/340/7	δὲ οὐδὲ ταῦτα, καὶ πολὺ δὴ μᾶλλον ἔτι τὰ τῶν ἀρνῶν· ὑγρὰ γάρ 
-Z/6/340/8	ἐϲτι καὶ βλεννώδη καὶ γλίϲχρα καὶ φλεγματώδη. τά γε μὴν τῶν ἐρί-
-Z/6/340/9	φων οὐκ ἀνεπιτήδεια γέροντι καὶ τῶν πτηνῶν, ὅϲα μὴ καθ' ἕλη καὶ 
-Z/6/340/10	ποταμοὺϲ ἢ λίμναϲ διαιτᾶται. τὰ δὲ ταριχευθέντα πάντα τῶν προϲφά-
-Z/6/340/11	των ἀμείνω. χρὴ τοίνυν, ὥϲπερ εἴρηται, μάλιϲτα μὲν ἀπέχεϲθαι τῶν 
-Z/6/340/12	ἐμφραττόντων ἐδεϲμάτων, εἰ δ' ὑπ' ἀνάγκηϲ ποτὲ χρήϲαϲθαι ϲυμβαίη 
-Z/6/340/13	πλείοϲιν αὐτοῖϲ, αὐτίκα προϲφέρεϲθαι τὸ διὰ τῆϲ καλαμίνθηϲ φάρμα-
-Z/6/340/14	κον, οὗ τὴν ϲύνθεϲιν ἔμπροϲθεν εἴρηκα κατὰ τὸ τέταρτον γράμμα. μὴ 
-Z/6/340/15	παρόντοϲ δὲ αὐτοῦ τῷ διὰ τῶν τριῶν πεπέρεων χρηϲτέον. εἰ δὲ μηδὲ | 
-Z/6/341/1	τοῦτο παρείη, κόπτοντα καὶ διαττῶντα ἀκριβῶϲ, ὡϲ χνοῶδεϲ γενέϲθαι, 
-Z/6/341/2	πέπερι λευκὸν ἅμα τε τοῖϲ ὄψοιϲ ἐϲθίειν ἐπιπάττειν τε τῷ ποτῷ. καὶ 
-Z/6/341/3	κρόμμυον δὲ ἐϲθίειν τηνικαῦτα ϲυμφέρει, κἂν τούτῳ ϲυνήθηϲ 〈ᾖ〉, ϲκό-
-Z/6/341/4	ροδον. καὶ τῇ διὰ τῶν ἐχιδνῶν δ' ἄν τιϲ ἣν καλοῦϲι θηριακὴν ἀντί-
-Z/6/341/5	δοτον ἐπὶ τῶν γερόντων οὐ κακῶϲ χρῷτο, καὶ μάλιϲθ' ὅταν ἐν τοῖϲ 
-Z/6/341/6	ἐμφράττουϲιν ἐδέϲμαϲιν αὖθιϲ τῶν ἐκφραττόντων φθάϲῃ προϲενηνέχθαι 
-Z/6/341/7	τι· καλλίϲτη γὰρ ἡ παρὰ τοῦ θηριακοῦ φαρμάκου βοήθεια τηνικαῦτα γί-
-Z/6/341/8	νεται. καὶ γαϲτρὸϲ δ' ἐπὶ τοῖϲ τοιούτοιϲ ὑπαχθείϲηϲ χρηϲιμώτατον ἂν 
-Z/6/341/9	εἴη διδόναι τῇ ὑϲτεραίᾳ τὸ διὰ τῶν ἐχιδνῶν. οὐδὲν δὲ ἧττον αὐτοῦ τὴν 
-Z/6/341/10	ἀμβροϲίαν τε καὶ ἀθαναϲίαν ὀνομαζομένην ὅϲα τ' ἄλλα διὰ τῶν εἰρη-
-Z/6/341/11	μένων ἀρωμάτων ϲύγκειται φάρμακα. τῷ γε μὴν ἀκριβῶϲ ἑαυτῷ προϲ-
-Z/6/341/12	έχοντι γέροντι φαρμάκου μὲν οὐκ ἄν ποτε γένοιτο χρεία τοιούτου· 
-Z/6/341/13	δεηθέντι δὲ ἐνίοτε λεπτυνούϲηϲ διαίτηϲ ἀρκέϲει τὰ λελεγμένα δι' ἑτέ-
-Z/6/341/14	ρου γράμματοϲ ἰδίᾳ, καθ' ὃ Περὶ τῆϲ λεπτυνούϲηϲ διαίτηϲ ὁ λόγοϲ 
-Z/6/341/15	ἡμῖν ἐγένετο. | 
-Z/6/342/1	  Πρόδηλον δ', ὅτι καὶ τῶν ἄρτων τοὺϲ μήτ' ἐνδεῶϲ ἔχονταϲ 
-Z/6/342/2	ἁλῶν ἢ ζύμηϲ ἢ φυράϲεωϲ ἢ ὀπτήϲεωϲ ἐϲθίειν χρὴ μήτε τὴν ἐπαι-
-Z/6/342/3	νουμένην ὑπὸ πάντων ϲεμίδαλιν ἢ τὰ δι' αὐτῆϲ πέμματα· καὶ γὰρ 
-Z/6/342/4	δύϲπεπτα πάντα καὶ παχύχυμα καὶ ϲπλάγχνων ἐμφρακτικά. καὶ εἴ γε 
-Z/6/342/5	μὴ τοῖϲ διὰ βουτύρου καὶ ϲεμιδάλεωϲ ϲκευαζομένοιϲ πλακοῦϲιν ἐμίγνυτο 
-Z/6/342/6	μέλι δαψιλέϲ, οὐδὲν εἴη ἂν ἔδεϲμα πολεμιώτερον ἀνθρώποιϲ πᾶϲιν, οὐ 
-Z/6/342/7	μόνον τοῖϲ πρεϲβύταιϲ. ἀλλὰ τί δεῖ τοῖϲ βλαβεροῖϲ τὸ χρήϲιμον μιγνύ-
-Z/6/342/8	ειν, ἐνὸν αὐτῷ μόνῳ χρῆϲθαι τῷ μέλιτι, τοῦτο μὲν ἀφεψῶντα, τοῦτο  
-Z/6/342/9	δὲ ϲὺν ἄρτῳ λαμβάνοντα πρὶν ἑψηθῆναι; προνοητέον δὲ τῆϲ κατὰ τὸν 
-Z/6/342/10	ἄρτον ἀρετῆϲ μᾶλλον ἢ τῆϲ κατὰ τὸ μέλι. βέλτιον γάρ, εἰ τὸ μέλι 
-Z/6/342/11	τοιοῦτον εἴη τήν τε ἰδέαν καὶ τὴν δύναμιν οἷον τὸ Ἀττικόν· εἰ δὲ 
-Z/6/342/12	καὶ μὴ τοιοῦτον ἔχοιμεν, ἀλλὰ παντὶ μέλιτι χρηϲτέον ἐϲτὶ πλὴν τῶν 
-Z/6/342/13	δυϲωδῶν ἢ ἐν ὅϲοιϲ αἰϲθητῶϲ κηροῦ ποιότηϲ ἐμφαίνεται, καὶ πολὺ δὴ 
-Z/6/342/14	μᾶλλον, εἴ τινοϲ ἑτέραϲ ἀλλοκότου. τῶν δ' ἄρτων ὁ μὲν τοιοῦτοϲ, 
-Z/6/343/1	οἷον ἀρτίωϲ εἶπον, οὐ μόνον οὐδὲν ἀγαθὸν ἐργά|ζεται κατὰ τὸ ϲῶμα 
-Z/6/343/2	τοῦ γέροντοϲ, ἀλλὰ καὶ βλαβερώτατόϲ ἐϲτι, καὶ μάλιϲθ' ὅϲῳπερ ἂν ᾖ 
-Z/6/343/3	καθαρώτεροϲ. ὁρῶ δὲ τοῖϲ ἀθληταῖϲ αὐτὸν ἐπίτηδεϲ ϲκευαζόμενον. ἀλλ' 
-Z/6/343/4	ἐκείνοιϲ μὲν εἰϲ ὅϲον ἐπιτηδεύουϲιν ἁρμόττει, γέροντι δέ, εἰ μὴ πολὺ 
-Z/6/343/5	μὲν ἁλῶν ἔχοι, πολὺ δὲ ζύμηϲ ὠπτημένοϲ τε ἀκριβῶϲ εἴη, παχὺν ἐργά-
-Z/6/343/6	ζεται καὶ γλίϲχρον χυμόν, ὃϲ οὐδ' ἄλλῳ μὲν ἀγαθόϲ ἐϲτιν ἐπὶ πλέον 
-Z/6/343/7	αὐξανόμενοϲ. ἀτὰρ οὖν καὶ τὰϲ καθ' ἧπάρ τε καὶ ϲπλῆνα καὶ νεφροὺϲ 
-Z/6/343/8	ἐμφράξειϲ ἐργάζεται, καὶ μάλιϲθ' ὅϲοιϲ φύϲει ϲτενότερα τῶν ἐπὶ τού-
-Z/6/343/9	τοιϲ τοῖϲ ϲπλάγχνοιϲ ἀγγείων ἐϲτὶ τὰ πέρατα. καθάπερ γὰρ ἐπὶ τῶν 
-Z/6/343/10	ἐκτὸϲ τούτων φλεβῶν, ἃϲ ἐναργῶϲ ὁρῶμεν, οὐ ϲμικρὰ διαφορὰ φαί-
-Z/6/343/11	νεται κατὰ τὸ εὖροϲ ἄλλου τε πρὸϲ ἄλλον ἄνθρωπον καὶ καθ' ἕκα-
-Z/6/343/12	ϲτον ἐν τοῖϲ μορίοιϲ, οὕτωϲ εἰκὸϲ ἔχειν κἀπὶ τῶν ἔνδον. ἀλλ' οὐχ 
-Z/6/343/13	οἷόν τε γνῶναι τὴν διαφορὰν πρὸ τῆϲ πείραϲ· λέγω δὲ πεῖραν, ἣν 
-Z/6/343/14	ἐφ' ἑκάϲτῳ τῶν προϲφερομένων ἔνεϲτι ποιεῖϲθαι. 
-Z/6/343/15	  γέροντα γοῦν τινα γεωργικὸν ἔγνωμεν, ἔτη πλείω τῶν ἑκατὸν βιώ-
-Z/6/343/16	ϲαντα κατ' ἀγρόν, ᾧ τὸ πλεῖον τῆϲ τροφῆϲ αἴγειον ἦν γάλα, ποτὲ μὲν 
-Z/6/344/1	αὐτίκα λαμβανόμενον ἄρτου θρυμ|μάτων ἐν αὐτῷ διαβρεχομένων, ἔϲτι 
-Z/6/344/2	δ' ὅτε καὶ μέλιτοϲ ἐμίγνυε, καί ποτε καὶ ἥψει ἐμβάλλων ἀκρέμοναϲ θύμων 
-Z/6/344/3	ἅμα τοῖϲ ἄρτοιϲ. ἀλλὰ τοῦτόν γέ τιϲ μιμηϲάμενοϲ (ᾤετο γὰρ αἴτιον 
-Z/6/344/4	αὐτῷ τὸ γάλα τῆϲ πολυχρονίου ζωῆϲ γεγονέναι) διὰ παντὸϲ ἐβλάβη 
-Z/6/344/5	καὶ κατὰ πάντα τρόπον προϲφορᾶϲ. ἐβαρύνετο γὰρ αὐτῷ τὸ ϲτόμα 
-Z/6/344/6	τῆϲ γαϲτρὸϲ καὶ μετὰ ταῦτα τὸ δεξιὸν ὑποχόνδριον ἐτείνετο. καί τιϲ 
-Z/6/344/7	ἕτεροϲ, ὁμοίωϲ ἐπιχειρήϲαϲ χρήϲαϲθαι τῷ γάλακτι, τῶν μὲν ἄλλων οὐ-
-Z/6/344/8	δὲν ἐμέμφετο (καὶ γὰρ ἔπεττε καλῶϲ αὐτὸ καὶ οὔτε ὀξυρεγμία τιϲ ἢ 
-Z/6/344/9	ἐρυγὴ κνιϲϲώδηϲ ἢ πνευμάτωϲιϲ ἢ βάροϲ ἐπεγίνετο καθ' ὑποχόνδριον), 
-Z/6/344/10	ἑβδόμῃ δ' ἡμέρᾳ μετὰ τὴν ἀρχὴν ἐναργῶϲ ἔφη τοῦ ἥπατοϲ αἰϲθάνεϲθαι 
-Z/6/344/11	βαρυνομένου· δοκεῖν γὰρ ἑαυτῷ κατὰ τὸ δεξιὸν ὑποχόνδριον ἐγκεῖϲθαί 
-Z/6/344/12	τι καθάπερ λίθον, ὑφ' οὗ καταϲπᾶϲθαί τε τὰ ὑπερκείμενα καὶ μέχρι  
-Z/6/344/13	κλειδὸϲ ἀνήκειν τὴν τάϲιν. εὔδηλον οὖν, ὅτι τούτῳ μὲν ἐνεφράττετο 
-Z/6/344/14	τὸ ἧπαρ, ἐπνευματοῦτο δὲ θατέρῳ. καὶ μὲν δὴ καὶ ἄλλον ἐπὶ γάλα-
-Z/6/344/15	κτοϲ χρήϲει πολυχρονίῳ λίθον γεννήϲαντα κατὰ τοὺϲ νεφροὺϲ οἶδα, 
-Z/6/345/1	καί τινα ἕτερον ἀπολέϲαντα | πάνταϲ τοὺϲ ὀδόνταϲ. τοῦτο μὲν οὖν 
-Z/6/345/2	καὶ ἄλλοιϲ ἐγένετο πολλοῖϲ τῶν ἐπὶ γάλακτι μακρῶϲ διαιτηθέντων. 
-Z/6/345/3	ἀλύπωϲ δ' ἕτεροι διὰ παντὸϲ ἐχρήϲαντο τῷ γάλακτι καὶ μετ' ὠφελείαϲ 
-Z/6/345/4	μεγίϲτηϲ, ἄλλοι δὲ παραπληϲίωϲ τῷ κατ' ἀγρὸν βιώϲαντι πλείω τῶν 
-Z/6/345/5	ἑκατὸν ἐτῶν, ὡϲ ἔφην. ὅταν γὰρ ἥ τε ποιότηϲ αὐτοῦ τῇ τοῦ χρω-
-Z/6/345/6	μένου φύϲει μηδὲν ὑπεναντίον ἔχῃ, τῶν τε ϲπλάγχνων εὐπετεῖϲ αἱ δι-
-Z/6/345/7	έξοδοι διὰ τὴν τῶν ἀγγείων εὐρύτητα ὦϲι, τῶν μὲν ὠφελίμων ἐκ γά-
-Z/6/345/8	λακτοϲ ἀπολαύουϲιν οὗτοι, μοχθηροῦ δ' οὐδενὸϲ πειρῶνται. τὰ δ' ἐκ 
-Z/6/345/9	τοῦ γάλακτοϲ ἀγαθὰ λέλεκται καὶ τοῖϲ ἔμπροϲθεν ἰατροῖϲ, ὑπαγωγὴ 
-Z/6/345/10	μετρία γαϲτρὸϲ εὐχυμία τε καὶ θρέψιϲ, οὐ βραχέα ϲυντελούϲηϲ εἰϲ 
-Z/6/345/11	ταῦτα καὶ τῆϲ νομῆϲ τῶν ζῴων, ὧν μέλλειϲ χρήϲαϲθαι τῷ γάλακτι. 
-Z/6/345/12	καίτοι γ' ἀμελοῦϲιν ἔνιοι παντάπαϲι τῆϲ νομῆϲ, ὡϲ ἤτοι μηδὲν ἢ βρα-
-Z/6/345/13	χύτατον εἰϲ ἀρετὴν γάλακτοϲ ϲυντελούϲηϲ. ἀλλ' ἐναργῶϲ γε θεώμεθα 
-Z/6/345/14	τὰ νεμηθέντα τῶν ζῴων, ὧν μέλλομεν χρήϲαϲθαι τῷ γάλακτι, ἢ ϲκαμ-
-Z/6/345/15	μωνίαν ἢ τῶν τιθυμάλλων τινάϲ, καθαρτικὸν ἴϲχοντα τὸ γάλα. δῆλον οὖν, 
-Z/6/346/1	ὡϲ καὶ δριμὺ καὶ ὀξὺ καὶ | αὐϲτηρὸν ἐπὶ ταῖϲ μοχθηραῖϲ ἔϲται νομαῖϲ, 
[0057]  [036]  []  []

-Z/6/346/2	ἐξομοιούμενον ἀεὶ τῇ φύϲει τῆϲ πόαϲ. καὶ διὰ τοῦτο καὶ τοῖϲ πρὸ 
-Z/6/346/3	ἡμῶν ἰατροῖϲ ἐκ τῆϲ πείραϲ διδαχθεῖϲιν εἴρηνταί τινεϲ εὐγάλακτοι νο-
